"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2020-12-29;Hovedstaden;0;1867844;0.00
2021-01-01;Hovedstaden;0;1867844;0.00
2021-01-04;Hovedstaden;0;1867844;0.00
2021-01-07;Hovedstaden;0;1867844;0.00
2021-01-08;Hovedstaden;1;1867844;0.00
2021-01-09;Hovedstaden;3;1867844;0.00
2021-01-12;Hovedstaden;3;1867844;0.00
2021-01-13;Hovedstaden;4;1867844;0.00
2021-01-14;Hovedstaden;5;1867844;0.00
2021-01-15;Hovedstaden;10;1867844;0.00
2021-01-16;Hovedstaden;12;1867844;0.00
2021-01-17;Hovedstaden;54;1867844;0.00
2021-01-18;Hovedstaden;190;1867844;0.01
2021-01-19;Hovedstaden;362;1867844;0.02
2021-01-20;Hovedstaden;495;1867844;0.03
2021-01-21;Hovedstaden;612;1867844;0.03
2021-01-22;Hovedstaden;694;1867844;0.04
2021-01-23;Hovedstaden;4481;1867844;0.24
2021-01-24;Hovedstaden;8114;1867844;0.43
2021-01-25;Hovedstaden;8346;1867844;0.45
2021-01-26;Hovedstaden;8484;1867844;0.45
2021-01-27;Hovedstaden;9106;1867844;0.49
2021-01-28;Hovedstaden;12798;1867844;0.69
2021-01-29;Hovedstaden;19922;1867844;1.07
2021-01-30;Hovedstaden;24194;1867844;1.30
2021-01-31;Hovedstaden;26632;1867844;1.43
2021-02-01;Hovedstaden;28510;1867844;1.53
2021-02-02;Hovedstaden;28622;1867844;1.53
2021-02-03;Hovedstaden;31458;1867844;1.68
2021-02-04;Hovedstaden;37682;1867844;2.02
2021-02-05;Hovedstaden;42404;1867844;2.27
2021-02-06;Hovedstaden;45324;1867844;2.43
2021-02-07;Hovedstaden;45890;1867844;2.46
2021-02-08;Hovedstaden;47023;1867844;2.52
2021-02-09;Hovedstaden;47068;1867844;2.52
2021-02-10;Hovedstaden;47992;1867844;2.57
2021-02-11;Hovedstaden;48236;1867844;2.58
2021-02-12;Hovedstaden;52375;1867844;2.80
2021-02-13;Hovedstaden;52386;1867844;2.80
2021-02-14;Hovedstaden;52400;1867844;2.81
2021-02-15;Hovedstaden;53765;1867844;2.88
2021-02-16;Hovedstaden;54172;1867844;2.90
2021-02-17;Hovedstaden;54208;1867844;2.90
2021-02-18;Hovedstaden;54290;1867844;2.91
2021-02-19;Hovedstaden;54345;1867844;2.91
2021-02-20;Hovedstaden;54449;1867844;2.92
2021-02-21;Hovedstaden;54555;1867844;2.92
2021-02-22;Hovedstaden;54702;1867844;2.93
2021-02-23;Hovedstaden;54868;1867844;2.94
2021-02-24;Hovedstaden;54950;1867844;2.94
