"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;16054;2342
Hovedstaden;0-9;M;17108;2545
Hovedstaden;10-19;K;79319;68858
Hovedstaden;10-19;M;81747;70654
Hovedstaden;20-29;K;121424;117671
Hovedstaden;20-29;M;114909;110872
Hovedstaden;30-39;K;110157;106807
Hovedstaden;30-39;M;107719;104692
Hovedstaden;40-49;K;112504;110923
Hovedstaden;40-49;M;109299;107760
Hovedstaden;50-59;K;113185;112348
Hovedstaden;50-59;M;112370;111387
Hovedstaden;60-69;K;89016;88625
Hovedstaden;60-69;M;84419;83969
Hovedstaden;70-79;K;82273;82000
Hovedstaden;70-79;M;68442;68241
Hovedstaden;80-89;K;36176;36026
Hovedstaden;80-89;M;23738;23649
Hovedstaden;90+;K;7463;7397
Hovedstaden;90+;M;2616;2601
Midtjylland;0-9;K;14713;2614
Midtjylland;0-9;M;15640;2820
Midtjylland;10-19;K;68634;61612
Midtjylland;10-19;M;70604;63176
Midtjylland;20-29;K;79304;77141
Midtjylland;20-29;M;81045;78556
Midtjylland;30-39;K;67884;66118
Midtjylland;30-39;M;68770;67051
Midtjylland;40-49;K;77721;77023
Midtjylland;40-49;M;76789;76030
Midtjylland;50-59;K;84449;84013
Midtjylland;50-59;M;84896;84460
Midtjylland;60-69;K;74427;74179
Midtjylland;60-69;M;72916;72696
Midtjylland;70-79;K;63900;63799
Midtjylland;70-79;M;59141;59039
Midtjylland;80-89;K;27595;27511
Midtjylland;80-89;M;20836;20777
Midtjylland;90+;K;5422;5392
Midtjylland;90+;M;2328;2320
Nordjylland;0-9;K;5641;1032
Nordjylland;0-9;M;5965;1043
Nordjylland;10-19;K;28331;25214
Nordjylland;10-19;M;29714;26505
Nordjylland;20-29;K;31298;30320
Nordjylland;20-29;M;35136;33915
Nordjylland;30-39;K;27717;26961
Nordjylland;30-39;M;28701;27830
Nordjylland;40-49;K;32391;32082
Nordjylland;40-49;M;32553;32162
Nordjylland;50-59;K;38444;38239
Nordjylland;50-59;M;38876;38634
Nordjylland;60-69;K;35820;35685
Nordjylland;60-69;M;35326;35184
Nordjylland;70-79;K;31682;31612
Nordjylland;70-79;M;29791;29718
Nordjylland;80-89;K;14012;13972
Nordjylland;80-89;M;10681;10650
Nordjylland;90+;K;2722;2708
Nordjylland;90+;M;1208;1198
Sjælland;0-9;K;7066;1266
Sjælland;0-9;M;7677;1372
Sjælland;10-19;K;40159;35771
Sjælland;10-19;M;42623;37823
Sjælland;20-29;K;30022;28917
Sjælland;20-29;M;32849;31585
Sjælland;30-39;K;37086;35930
Sjælland;30-39;M;35880;34811
Sjælland;40-49;K;50525;49979
Sjælland;40-49;M;48341;47780
Sjælland;50-59;K;59937;59561
Sjælland;50-59;M;60134;59784
Sjælland;60-69;K;52833;52640
Sjælland;60-69;M;51380;51172
Sjælland;70-79;K;49421;49310
Sjælland;70-79;M;44942;44846
Sjælland;80-89;K;19908;19837
Sjælland;80-89;M;14967;14938
Sjælland;90+;K;3558;3534
Sjælland;90+;M;1465;1459
Syddanmark;0-9;K;11917;2694
Syddanmark;0-9;M;12864;2899
Syddanmark;10-19;K;60989;54879
Syddanmark;10-19;M;62884;56489
Syddanmark;20-29;K;56747;54797
Syddanmark;20-29;M;61063;58800
Syddanmark;30-39;K;57095;55361
Syddanmark;30-39;M;57160;55485
Syddanmark;40-49;K;71065;70321
Syddanmark;40-49;M;69430;68547
Syddanmark;50-59;K;81926;81455
Syddanmark;50-59;M;82738;82213
Syddanmark;60-69;K;73576;73321
Syddanmark;60-69;M;72705;72431
Syddanmark;70-79;K;65273;65111
Syddanmark;70-79;M;60149;60000
Syddanmark;80-89;K;29680;29594
Syddanmark;80-89;M;22095;22017
Syddanmark;90+;K;5833;5775
Syddanmark;90+;M;2397;2389
