"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2187;206
Hovedstaden;3-5;M;2405;227
Hovedstaden;6-11;K;23324;4498
Hovedstaden;6-11;M;24497;4757
Hovedstaden;12-15;K;30428;28026
Hovedstaden;12-15;M;32238;29701
Hovedstaden;16-19;K;34395;33493
Hovedstaden;16-19;M;35061;33932
Hovedstaden;20-39;K;231184;224048
Hovedstaden;20-39;M;222212;215110
Hovedstaden;40-64;K;271414;268777
Hovedstaden;40-64;M;266837;264024
Hovedstaden;65-79;K;126622;126160
Hovedstaden;65-79;M;109386;108992
Hovedstaden;80+;K;48013;47789
Hovedstaden;80+;M;29731;29627
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;1928;148
Midtjylland;3-5;M;2128;144
Midtjylland;6-11;K;21765;6570
Midtjylland;6-11;M;22941;7055
Midtjylland;12-15;K;26062;24429
Midtjylland;12-15;M;27186;25497
Midtjylland;16-19;K;29559;29075
Midtjylland;16-19;M;30293;29645
Midtjylland;20-39;K;147518;143585
Midtjylland;20-39;M;150319;146088
Midtjylland;40-64;K;198980;197681
Midtjylland;40-64;M;197692;196372
Midtjylland;65-79;K;101814;101608
Midtjylland;65-79;M;96373;96160
Midtjylland;80+;K;36421;36305
Midtjylland;80+;M;26032;25964
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;714;50
Nordjylland;3-5;M;756;57
Nordjylland;6-11;K;8433;2350
Nordjylland;6-11;M;8824;2468
Nordjylland;12-15;K;10837;10071
Nordjylland;12-15;M;11555;10790
Nordjylland;16-19;K;12294;12093
Nordjylland;16-19;M;12893;12605
Nordjylland;20-39;K;59110;57371
Nordjylland;20-39;M;64131;62022
Nordjylland;40-64;K;88449;87858
Nordjylland;40-64;M;88683;87964
Nordjylland;65-79;K;49746;49612
Nordjylland;65-79;M;47700;47565
Nordjylland;80+;K;18475;18420
Nordjylland;80+;M;13409;13368
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;917;81
Sjælland;3-5;M;1050;84
Sjælland;6-11;K;10755;2618
Sjælland;6-11;M;11479;2838
Sjælland;12-15;K;15603;14705
Sjælland;12-15;M;16607;15591
Sjælland;16-19;K;17883;17581
Sjælland;16-19;M;18994;18538
Sjælland;20-39;K;66990;64729
Sjælland;20-39;M;69067;66720
Sjælland;40-64;K;136198;135154
Sjælland;40-64;M;133635;132594
Sjælland;65-79;K;76101;75905
Sjælland;65-79;M;70745;70560
Sjælland;80+;K;26068;25972
Sjælland;80+;M;18681;18645
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1494;131
Syddanmark;3-5;M;1621;155
Syddanmark;6-11;K;18008;6018
Syddanmark;6-11;M;19129;6437
Syddanmark;12-15;K;23198;21737
Syddanmark;12-15;M;24381;22877
Syddanmark;16-19;K;26744;26243
Syddanmark;16-19;M;27299;26644
Syddanmark;20-39;K;114225;110533
Syddanmark;20-39;M;118876;114911
Syddanmark;40-64;K;188886;187520
Syddanmark;40-64;M;187697;186106
Syddanmark;65-79;K;102384;102111
Syddanmark;65-79;M;96822;96569
Syddanmark;80+;K;39160;39014
Syddanmark;80+;M;27660;27571
