Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.149.730;  36.380;   2.449;     456
Sjælland; 444.013;   9.128;     842;     144
Syddanmark; 644.568;  10.171;     567;      57
Midtjylland; 725.845;  14.438;     771;     101
Nordjylland; 395.089;   5.691;     337;      58
I alt i Danmark;3.359.245;  75.808;   4.966;     816
