"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2021-01-04;Nationalt;1;5858742;0.00;1
2021-01-07;Nationalt;1;5858742;0.00;2
2021-01-08;Nationalt;1;5858742;0.00;3
2021-01-09;Nationalt;2;5858742;0.00;5
2021-01-12;Nationalt;2;5858742;0.00;7
2021-01-13;Nationalt;1;5858742;0.00;8
2021-01-14;Nationalt;1;5858742;0.00;9
2021-01-15;Nationalt;5;5858742;0.00;14
2021-01-16;Nationalt;8;5858742;0.00;22
2021-01-17;Nationalt;662;5858742;0.01;684
2021-01-18;Nationalt;2029;5858742;0.05;2713
2021-01-19;Nationalt;1977;5858742;0.08;4690
2021-01-20;Nationalt;1778;5858742;0.11;6468
2021-01-21;Nationalt;2255;5858742;0.15;8723
2021-01-22;Nationalt;5483;5858742;0.24;14206
2021-01-23;Nationalt;6765;5858742;0.36;20971
2021-01-24;Nationalt;6174;5858742;0.46;27145
2021-01-25;Nationalt;2373;5858742;0.50;29518
2021-01-26;Nationalt;1668;5858742;0.53;31186
2021-01-27;Nationalt;4230;5858742;0.60;35416
2021-01-28;Nationalt;7958;5858742;0.74;43374
2021-01-29;Nationalt;17703;5858742;1.04;61077
2021-01-30;Nationalt;12404;5858742;1.25;73481
2021-01-31;Nationalt;11690;5858742;1.45;85171
2021-02-01;Nationalt;7666;5858742;1.58;92837
2021-02-02;Nationalt;2938;5858742;1.63;95775
2021-02-03;Nationalt;6062;5858742;1.74;101837
2021-02-04;Nationalt;10709;5858742;1.92;112546
2021-02-05;Nationalt;13080;5858742;2.14;125626
2021-02-06;Nationalt;6604;5858742;2.26;132230
2021-02-07;Nationalt;3558;5858742;2.32;135788
2021-02-08;Nationalt;6890;5858742;2.44;142678
2021-02-09;Nationalt;4780;5858742;2.52;147458
2021-02-10;Nationalt;3828;5858742;2.58;151286
2021-02-11;Nationalt;2425;5858742;2.62;153711
2021-02-12;Nationalt;7578;5858742;2.75;161289
2021-02-13;Nationalt;954;5858742;2.77;162243
2021-02-14;Nationalt;619;5858742;2.78;162862
2021-02-15;Nationalt;3116;5858742;2.83;165978
2021-02-16;Nationalt;1315;5858742;2.86;167293
2021-02-17;Nationalt;424;5858742;2.86;167717
2021-02-18;Nationalt;312;5858742;2.87;168029
2021-02-19;Nationalt;954;5858742;2.88;168983
2021-02-20;Nationalt;573;5858742;2.89;169556
2021-02-21;Nationalt;358;5858742;2.90;169914
2021-02-22;Nationalt;1104;5858742;2.92;171018
