"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;461937;436673;641005
Frederiksberg;79775;76304;103271
Ballerup;35764;34419;49090
Brøndby;23563;22471;35484
Dragør;11119;10711;14600
Gentofte;56464;54322;74311
Gladsaxe;50144;48086;68947
Glostrup;16831;16145;23552
Herlev;20652;19765;28805
Albertslund;18497;17543;27347
Hvidovre;37696;36128;53188
Høje-Taastrup;35513;33894;52572
Lyngby-Taarbæk;43951;42333;57221
Rødovre;29012;27803;41194
Ishøj;14407;13619;23009
Tårnby;31122;29801;42637
Vallensbæk;11342;10886;16506
Furesø;30831;29813;41321
Allerød;20113;19545;25886
Fredensborg;30605;29599;41076
Helsingør;47767;46129;63118
Hillerød;39835;38608;52456
Hørsholm;19547;18970;24772
Rudersdal;44295;42788;57281
Egedal;33636;32473;44149
Frederikssund;35697;34429;45807
Greve;36944;35623;50653
Køge;46191;44626;61632
Frederiksværk-Hundested;24231;23519;31510
Roskilde;68568;65887;89106
Solrød;17604;17043;23560
Gribskov;31862;30947;41247
Odsherred;25933;25253;32982
Holbæk;55566;53522;72679
Faxe;27892;27120;37049
Kalundborg;36795;35579;48399
Ringsted;25652;24804;35129
Slagelse;59324;57155;79577
Stevns;17854;17383;23286
Sorø;22993;22249;29997
Lejre;21724;21030;28564
Lolland;30495;29623;40239
Næstved;63275;61283;83615
Guldborgsund;46223;44771;60363
Vordingborg;34828;33763;45342
Bornholm;31667;30769;39722
Middelfart;30856;30025;39463
Assens;32101;30657;40864
Faaborg-Midtfyn;40327;38959;51821
Kerteminde;18910;18285;23977
Nyborg;25219;24239;32124
Odense;157318;150279;205390
Svendborg;46007;44497;59056
Nordfyns;22754;22013;29651
Langeland;9915;9667;12324
Ærø;5003;4918;6019
Haderslev;41486;39591;55301
Billund;20164;19480;26570
Sønderborg;56670;54777;73574
Tønder;27616;26290;36925
Esbjerg;87414;83717;115384
Fanø;2761;2681;3443
Varde;37574;35961;49670
Vejen;31517;30347;42698
Aabenraa;43177;41775;58478
Fredericia;39017;37801;51529
Horsens;69012;66341;93403
Kolding;69243;66313;93303
Vejle;88025;84258;118180
Herning;67727;65069;89128
Holstebro;44869;43137;58533
Lemvig;15374;14903;19387
Struer;16380;15820;20791
Syddjurs;34068;32895;43521
Norddjurs;29041;28217;37048
Favrskov;37224;36118;48681
Odder;18315;17802;23173
Randers;75317;72597;98689
Silkeborg;72941;70209;96681
Samsø;3044;2969;3725
Skanderborg;48381;46422;63962
Århus;270955;258251;354756
Ikast-Brande;31072;29896;41873
Ringkøbing-Skjern;42842;41268;56136
Hedensted;36013;35011;47067
Morsø;15692;15303;20019
Skive;35529;34592;45084
Thisted;33352;32429;43110
Viborg;74465;72194;96820
Brønderslev-Dronninglund;27623;26610;36180
Frederikshavn;46427;45037;58911
Vesthimmerlands;27664;26785;36336
Læsø;1464;1429;1794
Rebild;23037;22289;30629
Mariagerfjord;32392;31376;41546
Jammerbugt;29378;28461;38115
Ålborg;170759;163675;220801
Hjørring;50006;48276;63843
