"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;457794;441670;591284
Midtjylland;1022569;983711;1338458
Syddanmark;933074;896530;1225744
Hovedstaden;1367875;1308492;1861084
Sjælland;637861;616714;842172
