Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.203.274;  44.910;   2.697;     495
Sjælland; 465.097;  11.244;     913;     150
Syddanmark; 673.604;  12.037;     618;      61
Midtjylland; 770.060;  17.271;     872;     123
Nordjylland; 403.842;   6.152;     352;      65
I alt i Danmark;3.515.877;  91.614;   5.452;     894
