Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.578.258; 133.339;   7.526;   1.336
Sjælland; 661.452;  38.159;   2.593;     405
Syddanmark; 987.176;  39.941;   1.826;     221
Midtjylland;1.077.355;  49.406;   2.236;     357
Nordjylland; 501.810;  20.453;     976;     186
