Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.582.207; 134.779;   7.573;   1.337
Sjælland; 663.008;  38.583;   2.609;     405
Syddanmark; 989.198;  40.215;   1.836;     222
Midtjylland;1.079.993;  50.073;   2.257;     357
Nordjylland; 502.758;  20.840;     983;     187
I alt i Danmark;4.817.164; 284.490;  15.258;   2.508
