"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,27749,16414,638571
Frederiksberg,6154,3360,103474
Ballerup,2922,1303,49164
Brøndby,2283,995,35319
Dragør,984,432,14568
Gentofte,4660,2719,74443
Gladsaxe,4291,2393,69245
Glostrup,1972,1059,23441
Herlev,1997,1070,28820
Albertslund,1833,966,27290
Hvidovre,3752,2077,53374
Høje-Taastrup,3404,1758,52021
Lyngby-Taarbæk,3994,1871,56731
Rødovre,2515,1128,41162
Ishøj,1360,654,23086
Tårnby,2566,1299,42692
Vallensbæk,1165,539,16527
Furesø,2901,1421,40956
Allerød,1686,803,25859
Fredensborg,2773,1463,40993
Helsingør,4458,2209,63024
Hillerød,3954,2201,51712
Hørsholm,1979,969,24855
Rudersdal,4033,1957,56974
Egedal,2371,1162,43698
Frederikssund,3251,1458,45496
Greve,2984,1417,50559
Køge,4096,1813,61473
Frederiksværk-Hundested,2075,1033,31377
Roskilde,6324,2812,88765
Solrød,1405,668,23443
Gribskov,2958,1494,40930
Odsherred,2491,938,32895
Holbæk,5309,2209,71967
Faxe,2342,956,36724
Kalundborg,3344,1062,48410
Ringsted,2214,919,34857
Slagelse,6226,2328,79190
Stevns,1525,589,23112
Sorø,2166,869,30008
Lejre,1927,803,28254
Lolland,3118,1084,40430
Næstved,6052,2619,83237
Guldborgsund,5090,1928,60265
Vordingborg,3171,1201,45258
Bornholm,2713,1463,39736
Middelfart,3013,1476,39190
Assens,2519,1135,40852
Faaborg-Midtfyn,3556,1453,51610
Kerteminde,1570,718,23869
Nyborg,2190,770,31944
Odense,12956,6259,205085
Svendborg,5520,2696,58727
Nordfyns,1761,787,29545
Langeland,1078,438,12344
Ærø,578,307,5972
Haderslev,3320,1806,55327
Billund,1503,750,26542
Sønderborg,4631,2443,73805
Tønder,2372,1248,37046
Esbjerg,8881,3744,115563
Fanø,253,122,3445
Varde,3734,1433,49652
Vejen,2901,1294,42737
Aabenraa,3323,1709,58538
Fredericia,3327,1856,51347
Horsens,5957,2639,92480
Kolding,5461,2918,93106
Vejle,6961,3821,117300
Herning,5786,3090,89245
Holstebro,3914,1850,58689
Lemvig,1238,699,19588
Struer,1522,653,20807
Syddjurs,2925,1287,43200
Norddjurs,2897,1446,36930
Favrskov,3038,1422,48417
Odder,1754,860,22982
Randers,6871,3427,98271
Silkeborg,6228,3053,95769
Samsø,480,444,3685
Skanderborg,3473,1604,63451
Århus,21389,8990,352542
Ikast-Brande,2247,1131,41546
Ringkøbing-Skjern,3691,1848,56134
Hedensted,3106,1358,46770
Morsø,1864,1029,20056
Skive,3183,1608,45431
Thisted,2895,1375,43130
Viborg,6922,3522,96618
Brønderslev-Dronninglund,2368,1233,36129
Frederikshavn,3907,1985,58994
Vesthimmerlands,2935,1182,36367
Læsø,199,107,1772
Rebild,1930,932,30518
Mariagerfjord,2793,1155,41567
Jammerbugt,2346,1119,38099
Ålborg,13574,6805,219669
Hjørring,4417,2163,64125
