"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,39228,19085,590426
Midtjylland,86621,40931,1332555
Syddanmark,81408,39183,1223546
Hovedstaden,108753,57670,1855538
Sjælland,59784,24215,838847
