"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-02-26,København,K,18564,11108,17441,11108,1123,0
2021-02-26,København,M,9185,5306,8729,5304,456,2
2021-02-26,Frederiksberg,K,4108,2257,3870,2254,238,3
2021-02-26,Frederiksberg,M,2046,1103,1961,1103,85,0
2021-02-26,Ballerup,K,1966,914,1864,914,102,0
2021-02-26,Ballerup,M,956,389,934,389,22,0
2021-02-26,Brøndby,K,1577,700,1472,699,105,1
2021-02-26,Brøndby,M,706,295,689,295,17,0
2021-02-26,Dragør,K,649,299,628,299,21,0
2021-02-26,Dragør,M,335,133,333,132,2,1
2021-02-26,Gentofte,K,3174,1864,3079,1865,95,-1
2021-02-26,Gentofte,M,1486,855,1467,854,19,1
2021-02-26,Gladsaxe,K,2998,1706,2837,1706,161,0
2021-02-26,Gladsaxe,M,1293,687,1255,688,38,-1
2021-02-26,Glostrup,K,1313,693,1249,693,64,0
2021-02-26,Glostrup,M,659,366,644,366,15,0
2021-02-26,Herlev,K,1459,807,1396,807,63,0
2021-02-26,Herlev,M,538,263,521,263,17,0
2021-02-26,Albertslund,K,1193,643,1128,643,65,0
2021-02-26,Albertslund,M,640,323,621,323,19,0
2021-02-26,Hvidovre,K,2572,1461,2368,1460,204,1
2021-02-26,Hvidovre,M,1180,616,1132,616,48,0
2021-02-26,Høje Tåstrup,K,2151,1113,2060,1113,91,0
2021-02-26,Høje Tåstrup,M,1253,645,1227,645,26,0
2021-02-26,Lyngby-Taarbæk,K,2769,1297,2658,1297,111,0
2021-02-26,Lyngby-Taarbæk,M,1225,574,1206,574,19,0
2021-02-26,Rødovre,K,1791,811,1680,811,111,0
2021-02-26,Rødovre,M,724,317,689,318,35,-1
2021-02-26,Ishøj,K,919,442,832,441,87,1
2021-02-26,Ishøj,M,441,212,431,212,10,0
2021-02-26,Tårnby,K,1815,952,1670,952,145,0
2021-02-26,Tårnby,M,751,347,727,348,24,-1
2021-02-26,Vallensbæk,K,736,332,664,330,72,2
