"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,39228,19085,6.6,3.2,590426
Midtjylland,86621,40931,6.5,3.1,1332555
Syddanmark,81408,39183,6.7,3.2,1223546
Hovedstaden,108753,57670,5.9,3.1,1855538
Sjælland,59784,24215,7.1,2.9,838847
