"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,27749,16414,4.3,2.6,638571
Frederiksberg,6154,3360,5.9,3.2,103474
Ballerup,2922,1303,5.9,2.7,49164
Brøndby,2283,995,6.5,2.8,35319
Dragør,984,432,6.8,3.0,14568
Gentofte,4660,2719,6.3,3.7,74443
Gladsaxe,4291,2393,6.2,3.5,69245
Glostrup,1972,1059,8.4,4.5,23441
Herlev,1997,1070,6.9,3.7,28820
Albertslund,1833,966,6.7,3.5,27290
Hvidovre,3752,2077,7.0,3.9,53374
Høje Tåstrup,3404,1758,6.5,3.4,52021
Lyngby-Taarbæk,3994,1871,7.0,3.3,56731
Rødovre,2515,1128,6.1,2.7,41162
Ishøj,1360,654,5.9,2.8,23086
Tårnby,2566,1299,6.0,3.0,42692
Vallensbæk,1165,539,7.0,3.3,16527
Furesø,2901,1421,7.1,3.5,40956
Allerød,1686,803,6.5,3.1,25859
Fredensborg,2773,1463,6.8,3.6,40993
Helsingør,4458,2209,7.1,3.5,63024
Hillerød,3954,2201,7.6,4.3,51712
Hørsholm,1979,969,8.0,3.9,24855
Rudersdal,4033,1957,7.1,3.4,56974
Egedal,2371,1162,5.4,2.7,43698
Frederikssund,3251,1458,7.1,3.2,45496
Greve,2984,1417,5.9,2.8,50559
Køge,4096,1813,6.7,2.9,61473
Halsnæs,2075,1033,6.6,3.3,31377
Roskilde,6324,2812,7.1,3.2,88765
Solrød,1405,668,6.0,2.8,23443
Gribskov,2958,1494,7.2,3.7,40930
Odsherred,2491,938,7.6,2.9,32895
Holbæk,5309,2209,7.4,3.1,71967
Faxe,2342,956,6.4,2.6,36724
Kalundborg,3344,1062,6.9,2.2,48410
Ringsted,2214,919,6.4,2.6,34857
Slagelse,6226,2328,7.9,2.9,79190
Stevns,1525,589,6.6,2.5,23112
Sorø,2166,869,7.2,2.9,30008
Lejre,1927,803,6.8,2.8,28254
Lolland,3118,1084,7.7,2.7,40430
Næstved,6052,2619,7.3,3.1,83237
Guldborgsund,5090,1928,8.4,3.2,60265
Vordingborg,3171,1201,7.0,2.7,45258
Bornholm,2713,1463,6.8,3.7,39736
Middelfart,3013,1476,7.7,3.8,39190
Assens,2519,1135,6.2,2.8,40852
Faaborg-Midtfyn,3556,1453,6.9,2.8,51610
Kerteminde,1570,718,6.6,3.0,23869
Nyborg,2190,770,6.9,2.4,31944
Odense,12956,6259,6.3,3.1,205085
Svendborg,5520,2696,9.4,4.6,58727
Nordfyn,1761,787,6.0,2.7,29545
Langeland,1078,438,8.7,3.5,12344
Ærø,578,307,9.7,5.1,5972
Haderslev,3320,1806,6.0,3.3,55327
Billund,1503,750,5.7,2.8,26542
Sønderborg,4631,2443,6.3,3.3,73805
Tønder,2372,1248,6.4,3.4,37046
Esbjerg,8881,3744,7.7,3.2,115563
Fanø,253,122,7.3,3.5,3445
Varde,3734,1433,7.5,2.9,49652
Vejen,2901,1294,6.8,3.0,42737
Aabenraa,3323,1709,5.7,2.9,58538
Fredericia,3327,1856,6.5,3.6,51347
Horsens,5957,2639,6.4,2.9,92480
Kolding,5461,2918,5.9,3.1,93106
Vejle,6961,3821,5.9,3.3,117300
Herning,5786,3090,6.5,3.5,89245
Holstebro,3914,1850,6.7,3.2,58689
Lemvig,1238,699,6.3,3.6,19588
Struer,1522,653,7.3,3.1,20807
Syddjurs,2925,1287,6.8,3.0,43200
Norddjurs,2897,1446,7.8,3.9,36930
Favrskov,3038,1422,6.3,2.9,48417
Odder,1754,860,7.6,3.7,22982
Randers,6871,3427,7.0,3.5,98271
Silkeborg,6228,3053,6.5,3.2,95769
Samsø,480,444,13.0,12.0,3685
Skanderborg,3473,1604,5.5,2.5,63451
Århus,21389,8990,6.1,2.6,352542
Ikast-Brande,2247,1131,5.4,2.7,41546
Ringkøbing-Skjern,3691,1848,6.6,3.3,56134
Hedensted,3106,1358,6.6,2.9,46770
Morsø,1864,1029,9.3,5.1,20056
Skive,3183,1608,7.0,3.5,45431
Thisted,2895,1375,6.7,3.2,43130
Viborg,6922,3522,7.2,3.6,96618
Brønderslev,2368,1233,6.6,3.4,36129
Frederikshavn,3907,1985,6.6,3.4,58994
Vesthimmerland,2935,1182,8.1,3.3,36367
Læsø,199,107,11.2,6.0,1772
Rebild,1930,932,6.3,3.1,30518
Mariagerfjord,2793,1155,6.7,2.8,41567
Jammerbugt,2346,1119,6.2,2.9,38099
Aalborg,13574,6805,6.2,3.1,219669
Hjørring,4417,2163,6.9,3.4,64125
