"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-15,Nationalt,5,5841568,0.00,5
2021-01-16,Nationalt,7,5841568,0.00,12
2021-01-17,Nationalt,712,5841568,0.01,724
2021-01-18,Nationalt,2130,5841568,0.05,2854
2021-01-19,Nationalt,2089,5841568,0.08,4943
2021-01-20,Nationalt,1884,5841568,0.12,6827
2021-01-21,Nationalt,2353,5841568,0.16,9180
2021-01-22,Nationalt,5649,5841568,0.25,14829
2021-01-23,Nationalt,7186,5841568,0.38,22015
2021-01-24,Nationalt,6540,5841568,0.49,28555
2021-01-25,Nationalt,2448,5841568,0.53,31003
2021-01-26,Nationalt,1745,5841568,0.56,32748
2021-01-27,Nationalt,4359,5841568,0.64,37107
2021-01-28,Nationalt,8117,5841568,0.77,45224
2021-01-29,Nationalt,18334,5841568,1.09,63558
2021-01-30,Nationalt,12984,5841568,1.31,76542
2021-01-31,Nationalt,12306,5841568,1.52,88848
2021-02-01,Nationalt,7876,5841568,1.66,96724
2021-02-02,Nationalt,3023,5841568,1.71,99747
2021-02-03,Nationalt,6182,5841568,1.81,105929
2021-02-04,Nationalt,10924,5841568,2.00,116853
2021-02-05,Nationalt,13483,5841568,2.23,130336
2021-02-06,Nationalt,6711,5841568,2.35,137047
2021-02-07,Nationalt,3641,5841568,2.41,140688
2021-02-08,Nationalt,7053,5841568,2.53,147741
2021-02-09,Nationalt,4911,5841568,2.61,152652
2021-02-10,Nationalt,3920,5841568,2.68,156572
2021-02-11,Nationalt,2452,5841568,2.72,159024
2021-02-12,Nationalt,7609,5841568,2.85,166633
2021-02-13,Nationalt,980,5841568,2.87,167613
2021-02-14,Nationalt,632,5841568,2.88,168245
2021-02-15,Nationalt,3136,5841568,2.93,171381
2021-02-16,Nationalt,1327,5841568,2.96,172708
2021-02-17,Nationalt,429,5841568,2.96,173137
2021-02-18,Nationalt,301,5841568,2.97,173438
2021-02-19,Nationalt,967,5841568,2.99,174405
2021-02-20,Nationalt,577,5841568,3.00,174982
2021-02-21,Nationalt,351,5841568,3.00,175333
2021-02-22,Nationalt,1083,5841568,3.02,176416
2021-02-23,Nationalt,1951,5841568,3.05,178367
2021-02-24,Nationalt,1970,5841568,3.09,180337
2021-02-25,Nationalt,632,5841568,3.10,180969
2021-02-26,Nationalt,992,5841568,3.11,181961
2021-02-27,Nationalt,1451,5841568,3.14,183412
2021-02-28,Nationalt,1396,5841568,3.16,184808
2021-03-01,Nationalt,1066,5841568,3.18,185874
2021-03-02,Nationalt,1294,5841568,3.20,187168
2021-03-03,Nationalt,1019,5841568,3.22,188187
2021-03-04,Nationalt,1784,5841568,3.25,189971
