"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,51542,19328,590418
Midtjylland,112939,42440,1332757
Syddanmark,106915,40675,1223725
Hovedstaden,150810,60628,1855564
Sjælland,73460,26900,839104
