"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,40374,17145,638648
Frederiksberg,8396,3527,103405
Ballerup,4183,1397,49121
Brøndby,3082,1041,35362
Dragør,1269,455,14557
Gentofte,6608,2829,74379
Gladsaxe,6260,2504,69181
Glostrup,2451,1125,23436
Herlev,2802,1139,28819
Albertslund,2328,1017,27241
Hvidovre,5109,2136,53333
Høje-Taastrup,4293,1925,52112
Lyngby-Taarbæk,5265,1961,56833
Rødovre,3645,1209,41175
Ishøj,1683,675,23054
Tårnby,3788,1401,42727
Vallensbæk,1452,565,16538
Furesø,3945,1489,40944
Allerød,2419,841,25859
Fredensborg,3732,1578,40922
Helsingør,6109,2340,63046
Hillerød,5214,2278,51714
Hørsholm,2556,998,24849
Rudersdal,5418,2004,56955
Egedal,3428,1204,43711
Frederikssund,4301,1592,45537
Greve,3917,1472,50573
Køge,4946,1934,61537
Frederiksværk-Hundested,2964,1112,31404
Roskilde,7832,3068,88789
Solrød,1804,703,23453
Gribskov,3950,1601,40983
Odsherred,3120,1036,32902
Holbæk,6510,2435,71980
Faxe,2981,1059,36744
Kalundborg,3962,1288,48406
Ringsted,2655,999,34891
Slagelse,7316,2633,79219
Stevns,1922,631,23152
Sorø,2718,930,29974
Lejre,2397,882,28272
Lolland,3654,1338,40449
Næstved,7651,3012,83264
Guldborgsund,6112,2149,60293
Vordingborg,3963,1331,45206
Bornholm,3786,1540,39719
Middelfart,3936,1500,39235
Assens,3382,1160,40853
Faaborg-Midtfyn,4587,1608,51629
Kerteminde,2088,753,23837
Nyborg,2879,925,31953
Odense,17121,6589,205133
Svendborg,6474,3093,58722
Nordfyns,2447,816,29533
Langeland,1339,552,12357
Ærø,658,306,5981
Haderslev,4444,1813,55336
Billund,2069,754,26523
Sønderborg,5978,2443,73786
Tønder,3082,1247,37028
Esbjerg,11437,3817,115538
Fanø,358,124,3446
Varde,4794,1449,49646
Vejen,3939,1310,42755
Aabenraa,4350,1710,58550
Fredericia,4626,1887,51363
Horsens,7323,2695,92530
Kolding,7489,2955,93100
Vejle,9438,3864,117421
Herning,7792,3333,89278
Holstebro,5407,2042,58695
Lemvig,1743,722,19579
Struer,1971,686,20813
Syddjurs,3802,1319,43247
Norddjurs,3433,1493,36972
Favrskov,3983,1451,48429
Odder,2244,871,22985
Randers,8926,3499,98322
Silkeborg,8053,3123,95849
Samsø,488,445,3680
Skanderborg,4806,1651,63423
Århus,27983,9370,352421
Ikast-Brande,3031,1163,41517
Ringkøbing-Skjern,4826,1917,56140
Hedensted,3707,1382,46826
Morsø,2293,1038,20060
Skive,4237,1657,45415
Thisted,3799,1393,43106
Viborg,9184,3621,96636
Brønderslev-Dronninglund,3144,1247,36110
Frederikshavn,5207,2009,58983
Vesthimmerlands,3407,1188,36356
Læsø,285,118,1772
Rebild,2431,940,30487
Mariagerfjord,3781,1184,41578
Jammerbugt,3094,1122,38125
Ålborg,18084,6874,219732
Hjørring,6017,2215,64109
