"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;478400;464877;44911;74.2;72.1;7.0;644765
Frederiksberg;82147;80329;10310;79.0;77.3;9.9;103946
Ballerup;36682;35832;5540;74.6;72.8;11.3;49199
Brøndby;24291;23590;3293;68.4;66.4;9.3;35514
Dragør;11404;11163;1860;78.1;76.5;12.7;14595
Gentofte;57843;56619;8113;78.0;76.3;10.9;74183
Gladsaxe;51705;50573;6810;74.6;73.0;9.8;69297
Glostrup;17258;16819;2646;73.5;71.6;11.3;23487
Herlev;21244;20692;3401;73.6;71.7;11.8;28848
Albertslund;19224;18518;2732;69.9;67.3;9.9;27503
Hvidovre;38801;37815;5090;72.8;70.9;9.5;53307
Høje Tåstrup;36964;35806;5358;69.9;67.7;10.1;52891
Lyngby-Taarbæk;45228;44282;6126;78.1;76.5;10.6;57879
Rødovre;30026;29228;3941;72.7;70.8;9.5;41306
Ishøj;15189;14592;2178;65.6;63.0;9.4;23152
Tårnby;31967;31236;4067;74.9;73.2;9.5;42685
Vallensbæk;11722;11397;1895;71.0;69.0;11.5;16514
Furesø;31689;31069;5344;76.6;75.1;12.9;41393
Allerød;20500;20200;3352;79.2;78.0;12.9;25890
Fredensborg;31441;30780;4888;76.4;74.8;11.9;41131
Helsingør;48971;47823;7141;77.7;75.9;11.3;63022
Hillerød;41289;40389;6739;77.8;76.1;12.7;53080
Hørsholm;20022;19657;3873;80.8;79.3;15.6;24794
Rudersdal;45238;44358;7321;79.0;77.4;12.8;57289
Egedal;34608;33906;4432;78.1;76.5;10.0;44335
Frederikssund;36522;35772;5584;79.8;78.2;12.2;45747
Greve;38180;37306;5278;75.2;73.5;10.4;50784
Køge;47660;46562;7249;77.2;75.4;11.7;61765
Halsnæs;24751;24247;3988;79.0;77.4;12.7;31328
Roskilde;70547;69043;11482;78.9;77.3;12.8;89359
Solrød;18208;17831;2664;76.8;75.2;11.2;23712
Gribskov;32509;31774;5145;79.1;77.3;12.5;41086
Odsherred;26467;25962;4257;80.5;79.0;12.9;32883
Holbæk;57197;55875;9045;78.6;76.8;12.4;72777
Faxe;28690;28036;3742;77.4;75.6;10.1;37084
Kalundborg;37753;36911;5555;77.9;76.2;11.5;48457
Ringsted;26321;25744;2892;75.0;73.4;8.2;35097
Slagelse;61237;59691;10519;76.9;75.0;13.2;79629
Stevns;18349;18018;2660;78.4;77.0;11.4;23398
Sorø;23586;23105;3809;78.7;77.1;12.7;29972
Lejre;22305;21826;3513;77.9;76.3;12.3;28623
Lolland;31290;30574;5510;77.9;76.1;13.7;40180
Næstved;65141;63657;10176;77.8;76.1;12.2;83685
Guldborgsund;47354;46284;8670;78.6;76.8;14.4;60282
Vordingborg;35713;34911;5265;78.7;76.9;11.6;45371
Bornholm;32338;31674;6354;81.5;79.8;16.0;39688
Middelfart;31653;31116;4837;80.0;78.6;12.2;39571
Assens;32854;32254;4156;80.2;78.8;10.2;40942
Faaborg-Midtfyn;41321;40529;5836;79.7;78.2;11.3;51829
Kerteminde;19304;18956;2714;80.4;79.0;11.3;23996
Nyborg;25802;25340;3296;80.4;79.0;10.3;32085
Odense;162297;158527;23720;78.7;76.9;11.5;206113
Svendborg;47401;46409;8141;80.1;78.5;13.8;59155
