"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;9;0
Hovedstaden;0-9;M;4;1
Hovedstaden;10-19;K;65485;61426
Hovedstaden;10-19;M;67419;62935
Hovedstaden;20-29;K;117184;112371
Hovedstaden;20-29;M;110902;105818
Hovedstaden;30-39;K;106751;101997
Hovedstaden;30-39;M;104930;101090
Hovedstaden;40-49;K;110991;108923
Hovedstaden;40-49;M;107825;105883
Hovedstaden;50-59;K;112493;111369
Hovedstaden;50-59;M;111529;110404
Hovedstaden;60-69;K;88752;88291
Hovedstaden;60-69;M;84195;83722
Hovedstaden;70-79;K;82250;82007
Hovedstaden;70-79;M;68563;68378
Hovedstaden;80-89;K;36356;36227
Hovedstaden;80-89;M;23979;23898
Hovedstaden;90+;K;7646;7582
Hovedstaden;90+;M;2710;2695
Midtjylland;0-9;K;3;1
Midtjylland;0-9;M;4;0
Midtjylland;10-19;K;56257;53330
Midtjylland;10-19;M;57704;54382
Midtjylland;20-29;K;76580;73516
Midtjylland;20-29;M;78427;74835
Midtjylland;30-39;K;65725;62933
Midtjylland;30-39;M;66926;64412
Midtjylland;40-49;K;76992;75927
Midtjylland;40-49;M;75962;74705
Midtjylland;50-59;K;84030;83452
Midtjylland;50-59;M;84441;83806
Midtjylland;60-69;K;74261;73989
Midtjylland;60-69;M;72802;72539
Midtjylland;70-79;K;63966;63870
Midtjylland;70-79;M;59246;59139
Midtjylland;80-89;K;27818;27739
Midtjylland;80-89;M;21052;21005
Midtjylland;90+;K;5581;5550
Midtjylland;90+;M;2408;2398
Nordjylland;0-9;K;2;0
Nordjylland;0-9;M;0;0
Nordjylland;10-19;K;23319;22069
Nordjylland;10-19;M;24496;23154
Nordjylland;20-29;K;30145;28771
Nordjylland;20-29;M;33966;32286
Nordjylland;30-39;K;26819;25668
Nordjylland;30-39;M;27719;26611
Nordjylland;40-49;K;32067;31620
Nordjylland;40-49;M;32110;31612
Nordjylland;50-59;K;38246;37955
Nordjylland;50-59;M;38624;38312
Nordjylland;60-69;K;35745;35604
Nordjylland;60-69;M;35203;35079
Nordjylland;70-79;K;31704;31650
Nordjylland;70-79;M;29840;29779
Nordjylland;80-89;K;14107;14076
Nordjylland;80-89;M;10778;10744
Nordjylland;90+;K;2814;2800
Nordjylland;90+;M;1260;1252
Sjælland;0-9;K;1;1
Sjælland;0-9;M;2;1
Sjælland;10-19;K;33808;31837
Sjælland;10-19;M;35673;33531
Sjælland;20-29;K;28764;27195
Sjælland;20-29;M;31559;29831
Sjælland;30-39;K;35809;33935
Sjælland;30-39;M;34681;33030
Sjælland;40-49;K;49918;49045
Sjælland;40-49;M;47663;46724
Sjælland;50-59;K;59588;59044
Sjælland;50-59;M;59718;59179
Sjælland;60-69;K;52712;52463
Sjælland;60-69;M;51227;50994
Sjælland;70-79;K;49457;49344
Sjælland;70-79;M;45044;44940
Sjælland;80-89;K;20042;19966
Sjælland;80-89;M;15153;15125
Sjælland;90+;K;3662;3645
Sjælland;90+;M;1517;1506
Syddanmark;0-9;K;4;2
Syddanmark;0-9;M;3;1
Syddanmark;10-19;K;50426;47825
Syddanmark;10-19;M;51849;48925
Syddanmark;20-29;K;54394;51662
Syddanmark;20-29;M;58672;55682
Syddanmark;30-39;K;54956;52223
Syddanmark;30-39;M;55250;52825
Syddanmark;40-49;K;70266;69102
Syddanmark;40-49;M;68395;67054
Syddanmark;50-59;K;81414;80774
Syddanmark;50-59;M;82149;81439
Syddanmark;60-69;K;73410;73101
Syddanmark;60-69;M;72455;72164
Syddanmark;70-79;K;65293;65169
Syddanmark;70-79;M;60231;60093
Syddanmark;80-89;K;29879;29808
Syddanmark;80-89;M;22290;22245
Syddanmark;90+;K;5970;5924
Syddanmark;90+;M;2497;2491
