"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;478400;464877;644765
Frederiksberg;82147;80329;103946
Ballerup;36682;35832;49199
Brøndby;24291;23590;35514
Dragør;11404;11163;14595
Gentofte;57843;56619;74183
Gladsaxe;51705;50573;69297
Glostrup;17258;16819;23487
Herlev;21244;20692;28848
Albertslund;19224;18518;27503
Hvidovre;38801;37815;53307
Høje-Taastrup;36964;35806;52891
Lyngby-Taarbæk;45228;44282;57879
Rødovre;30026;29228;41306
Ishøj;15189;14592;23152
Tårnby;31967;31236;42685
Vallensbæk;11722;11397;16514
Furesø;31689;31069;41393
Allerød;20500;20200;25890
Fredensborg;31441;30780;41131
Helsingør;48971;47823;63022
Hillerød;41289;40389;53080
Hørsholm;20022;19657;24794
Rudersdal;45238;44358;57289
Egedal;34608;33906;44335
Frederikssund;36522;35772;45747
Greve;38180;37306;50784
Køge;47660;46562;61765
Frederiksværk-Hundested;24751;24247;31328
Roskilde;70547;69043;89359
Solrød;18208;17831;23712
Gribskov;32509;31774;41086
Odsherred;26467;25962;32883
Holbæk;57197;55875;72777
Faxe;28690;28036;37084
Kalundborg;37753;36911;48457
Ringsted;26321;25744;35097
Slagelse;61237;59691;79629
Stevns;18349;18018;23398
Sorø;23586;23105;29972
Lejre;22305;21826;28623
Lolland;31290;30574;40180
Næstved;65141;63657;83685
Guldborgsund;47354;46284;60282
Vordingborg;35713;34911;45371
Bornholm;32338;31674;39688
Middelfart;31653;31116;39571
Assens;32854;32254;40942
Faaborg-Midtfyn;41321;40529;51829
Kerteminde;19304;18956;23996
Nyborg;25802;25340;32085
Odense;162297;158527;206113
Svendborg;47401;46409;59155
Nordfyns;23468;22990;29715
Langeland;10099;9930;12320
Ærø;5050;4981;6030
Haderslev;42932;41856;55395
Billund;20718;20254;26618
Sønderborg;58056;56856;73650
Tønder;28356;27670;36885
Esbjerg;89428;87601;115477
Fanø;2827;2787;3427
Varde;38474;37704;49665
Vejen;32479;31655;42663
Aabenraa;44579;43436;58597
Fredericia;40150;39284;51555
Horsens;71306;69518;94213
Kolding;71578;69703;93450
Vejle;90977;88671;118721
Herning;69677;68033;89232
Holstebro;46058;44967;58552
Lemvig;15699;15393;19390
Struer;16785;16447;20783
Syddjurs;34711;34154;43635
Norddjurs;29502;28989;36996
Favrskov;38161;37441;48829
Odder;18717;18432;23264
Randers;77341;75659;98876
Silkeborg;75291;73691;97168
Samsø;3096;3043;3721
Skanderborg;49652;48772;64193
Århus;278547;272131;355373
Ikast-Brande;31961;31233;41895
Ringkøbing-Skjern;44016;42992;56219
Hedensted;36934;36128;47059
Morsø;16102;15753;20076
Skive;36384;35705;45074
Thisted;34205;33461;43096
Viborg;76347;74800;96845
Brønderslev-Dronninglund;28304;27740;36133
Frederikshavn;47150;46402;58875
Vesthimmerlands;28210;27669;36344
Læsø;1465;1446;1774
Rebild;23572;23092;30633
Mariagerfjord;33191;32509;41673
Jammerbugt;30124;29498;38183
Ålborg;175511;171331;221303
Hjørring;51130;50141;63884
