"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;17000;67
AstraZeneca Covid-19 vaccine;Midtjylland;33938;162
AstraZeneca Covid-19 vaccine;Syddanmark;30745;415
AstraZeneca Covid-19 vaccine;Hovedstaden;46095;825
AstraZeneca Covid-19 vaccine;Sjælland;23974;437
Janssen COVID-19 vaccine;Nordjylland;3640;3640
Janssen COVID-19 vaccine;Midtjylland;9841;9841
Janssen COVID-19 vaccine;Syddanmark;7531;7531
Janssen COVID-19 vaccine;Hovedstaden;22615;22615
Janssen COVID-19 vaccine;Sjælland;2827;2827
Moderna Covid-19 Vaccine;Nordjylland;70863;69363
Moderna Covid-19 Vaccine;Midtjylland;124737;121009
Moderna Covid-19 Vaccine;Syddanmark;133683;158520
Moderna Covid-19 Vaccine;Hovedstaden;150559;145861
Moderna Covid-19 Vaccine;Sjælland;83739;103415
Pfizer BioNTech Covid-19 vacc;Nordjylland;377461;385972
Pfizer BioNTech Covid-19 vacc;Midtjylland;881669;896516
Pfizer BioNTech Covid-19 vacc;Syddanmark;787844;772043
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1190704;1205716
Pfizer BioNTech Covid-19 vacc;Sjælland;545458;534657
