"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-01;Nationalt;1;5872062;0.00;1
2020-12-16;Nationalt;1;5872062;0.00;2
2020-12-17;Nationalt;1;5872062;0.00;3
2020-12-18;Nationalt;1;5872062;0.00;4
2020-12-19;Nationalt;1;5872062;0.00;5
2020-12-21;Nationalt;3;5872062;0.00;8
2020-12-22;Nationalt;3;5872062;0.00;11
2020-12-23;Nationalt;4;5872062;0.00;15
2020-12-24;Nationalt;4;5872062;0.00;19
2020-12-26;Nationalt;4;5872062;0.00;23
2020-12-27;Nationalt;5963;5872062;0.10;5986
2020-12-28;Nationalt;1945;5872062;0.14;7931
2020-12-29;Nationalt;8400;5872062;0.28;16331
2020-12-30;Nationalt;10729;5872062;0.46;27060
2020-12-31;Nationalt;5661;5872062;0.56;32721
2021-01-01;Nationalt;2147;5872062;0.59;34868
2021-01-02;Nationalt;8081;5872062;0.73;42949
2021-01-03;Nationalt;5383;5872062;0.82;48332
2021-01-04;Nationalt;2355;5872062;0.86;50687
2021-01-05;Nationalt;12565;5872062;1.08;63252
2021-01-06;Nationalt;18201;5872062;1.39;81453
2021-01-07;Nationalt;16123;5872062;1.66;97576
2021-01-08;Nationalt;7817;5872062;1.79;105393
2021-01-09;Nationalt;1849;5872062;1.83;107242
2021-01-10;Nationalt;820;5872062;1.84;108062
2021-01-11;Nationalt;662;5872062;1.85;108724
2021-01-12;Nationalt;464;5872062;1.86;109188
2021-01-13;Nationalt;12221;5872062;2.07;121409
2021-01-14;Nationalt;17026;5872062;2.36;138435
2021-01-15;Nationalt;14365;5872062;2.60;152800
2021-01-16;Nationalt;4369;5872062;2.68;157169
2021-01-17;Nationalt;2324;5872062;2.72;159493
2021-01-18;Nationalt;3652;5872062;2.78;163145
2021-01-19;Nationalt;2348;5872062;2.82;165493
2021-01-20;Nationalt;1435;5872062;2.84;166928
2021-01-21;Nationalt;1476;5872062;2.87;168404
2021-01-22;Nationalt;641;5872062;2.88;169045
2021-01-23;Nationalt;692;5872062;2.89;169737
2021-01-24;Nationalt;568;5872062;2.90;170305
2021-01-25;Nationalt;277;5872062;2.90;170582
2021-01-26;Nationalt;213;5872062;2.91;170795
2021-01-27;Nationalt;203;5872062;2.91;170998
2021-01-28;Nationalt;231;5872062;2.92;171229
2021-01-29;Nationalt;1050;5872062;2.93;172279
2021-01-30;Nationalt;1129;5872062;2.95;173408
2021-01-31;Nationalt;1144;5872062;2.97;174552
2021-02-01;Nationalt;731;5872062;2.99;175283
2021-02-02;Nationalt;1898;5872062;3.02;177181
2021-02-03;Nationalt;1422;5872062;3.04;178603
2021-02-04;Nationalt;1353;5872062;3.06;179956
2021-02-05;Nationalt;1531;5872062;3.09;181487
2021-02-06;Nationalt;970;5872062;3.11;182457
2021-02-07;Nationalt;1784;5872062;3.14;184241
2021-02-08;Nationalt;2400;5872062;3.18;186641
2021-02-09;Nationalt;3420;5872062;3.24;190061
2021-02-10;Nationalt;3210;5872062;3.29;193271
2021-02-11;Nationalt;5624;5872062;3.39;198895
2021-02-12;Nationalt;11904;5872062;3.59;210799
2021-02-13;Nationalt;6383;5872062;3.70;217182
2021-02-14;Nationalt;6076;5872062;3.80;223258
2021-02-15;Nationalt;13403;5872062;4.03;236661
2021-02-16;Nationalt;12870;5872062;4.25;249531
2021-02-17;Nationalt;10169;5872062;4.42;259700
2021-02-18;Nationalt;11270;5872062;4.61;270970
2021-02-19;Nationalt;13606;5872062;4.85;284576
2021-02-20;Nationalt;10190;5872062;5.02;294766
2021-02-21;Nationalt;10510;5872062;5.20;305276
2021-02-22;Nationalt;13234;5872062;5.42;318510
2021-02-23;Nationalt;14115;5872062;5.66;332625
2021-02-24;Nationalt;13442;5872062;5.89;346067
2021-02-25;Nationalt;14389;5872062;6.14;360456
2021-02-26;Nationalt;35542;5872062;6.74;395998
2021-02-27;Nationalt;6525;5872062;6.85;402523
2021-02-28;Nationalt;10692;5872062;7.04;413215
2021-03-01;Nationalt;19369;5872062;7.37;432584
2021-03-02;Nationalt;16497;5872062;7.65;449081
2021-03-03;Nationalt;12886;5872062;7.87;461967
2021-03-04;Nationalt;17301;5872062;8.16;479268
2021-03-05;Nationalt;16366;5872062;8.44;495634
2021-03-06;Nationalt;14423;5872062;8.69;510057
2021-03-07;Nationalt;11795;5872062;8.89;521852
2021-03-08;Nationalt;9443;5872062;9.05;531295
2021-03-09;Nationalt;10764;5872062;9.23;542059
2021-03-10;Nationalt;11914;5872062;9.43;553973
2021-03-11;Nationalt;4458;5872062;9.51;558431
2021-03-12;Nationalt;3267;5872062;9.57;561698
2021-03-13;Nationalt;4469;5872062;9.64;566167
2021-03-14;Nationalt;1214;5872062;9.66;567381
2021-03-15;Nationalt;2766;5872062;9.71;570147
2021-03-16;Nationalt;6690;5872062;9.82;576837
2021-03-17;Nationalt;10607;5872062;10.0;587444
2021-03-18;Nationalt;14492;5872062;10.3;601936
2021-03-19;Nationalt;7755;5872062;10.4;609691
2021-03-20;Nationalt;2955;5872062;10.4;612646
2021-03-21;Nationalt;4932;5872062;10.5;617578
