"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;19;4;297652;0.0;0.0
0-9;M;13;3;314254;0.0;0.0
10-19;K;229295;216487;343384;66.8;63.0
10-19;M;237141;222927;359048;66.0;62.1
20-29;K;307067;293515;381383;80.5;77.0
20-29;M;313526;298452;398014;78.8;75.0
30-39;K;290060;276756;350612;82.7;78.9
30-39;M;289506;277968;362675;79.8;76.6
40-49;K;340234;334617;374621;90.8;89.3
40-49;M;331955;325978;375341;88.4;86.8
50-59;K;375771;372594;401567;93.6;92.8
50-59;M;376461;373140;405007;93.0;92.1
60-69;K;324880;323448;339630;95.7;95.2
60-69;M;315882;314498;330377;95.6;95.2
70-79;K;292670;292040;301391;97.1;96.9
70-79;M;262924;262329;270512;97.2;97.0
80-89;K;128202;127816;132585;96.7;96.4
80-89;M;93252;93017;95968;97.2;96.9
90+;K;25673;25501;27200;94.4;93.8
90+;M;10392;10342;10841;95.9;95.4
