"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,43634,17202,6.8,2.7,638641
Frederiksberg,8938,3540,8.6,3.4,103398
Ballerup,4478,1402,9.1,2.9,49116
Brøndby,3329,1047,9.4,3.0,35363
Dragør,1358,457,9.3,3.1,14563
Gentofte,7076,2841,9.5,3.8,74378
Gladsaxe,6671,2549,9.6,3.7,69199
Glostrup,2580,1133,11.0,4.8,23444
Herlev,2994,1150,10.4,4.0,28821
Albertslund,2451,1030,9.0,3.8,27243
Hvidovre,5450,2141,10.2,4.0,53340
Høje Tåstrup,4598,1965,8.8,3.8,52119
Lyngby-Taarbæk,5600,1970,9.9,3.5,56832
Rødovre,3868,1214,9.4,2.9,41177
Ishøj,1779,676,7.7,2.9,23054
Tårnby,4027,1407,9.4,3.3,42728
Vallensbæk,1606,569,9.7,3.4,16541
Furesø,4144,1494,10.1,3.6,40950
Allerød,2611,841,10.1,3.3,25863
Fredensborg,4029,1584,9.8,3.9,40942
Helsingør,6596,2351,10.5,3.7,63045
Hillerød,5722,2280,11.1,4.4,51710
Hørsholm,2725,1000,11.0,4.0,24847
Rudersdal,5868,2012,10.3,3.5,56956
Egedal,3657,1207,8.4,2.8,43707
Frederikssund,4705,1618,10.3,3.6,45541
Greve,4238,1556,8.4,3.1,50571
Køge,5294,2048,8.6,3.3,61533
Halsnæs,3263,1120,10.4,3.6,31407
Roskilde,8424,3518,9.5,4.0,88782
Solrød,1955,772,8.3,3.3,23454
Gribskov,4302,1604,10.5,3.9,40981
Odsherred,3266,1117,9.9,3.4,32898
Holbæk,6767,2593,9.4,3.6,71979
Faxe,3139,1164,8.5,3.2,36750
Kalundborg,4084,1515,8.4,3.1,48408
Ringsted,2770,1114,7.9,3.2,34896
Slagelse,7538,3057,9.5,3.9,79220
Stevns,2068,672,8.9,2.9,23155
Sorø,2836,1077,9.5,3.6,29972
Lejre,2605,973,9.2,3.4,28275
Lolland,3782,1528,9.4,3.8,40440
Næstved,7899,3352,9.5,4.0,83277
Guldborgsund,6413,2302,10.6,3.8,60300
Vordingborg,4116,1485,9.1,3.3,45201
Bornholm,4290,1592,10.8,4.0,39717
Middelfart,4219,1553,10.8,4.0,39237
Assens,3659,1168,9.0,2.9,40853
Faaborg-Midtfyn,4881,1612,9.5,3.1,51632
Kerteminde,2233,756,9.4,3.2,23834
Nyborg,3059,928,9.6,2.9,31946
Odense,18412,6624,9.0,3.2,205141
Svendborg,6786,3103,11.6,5.3,58718
Nordfyn,2676,820,9.1,2.8,29529
Langeland,1418,554,11.5,4.5,12358
Ærø,738,306,12.3,5.1,5982
Haderslev,4659,1830,8.4,3.3,55328
Billund,2249,764,8.5,2.9,26521
Sønderborg,6623,2449,9.0,3.3,73792
Tønder,3331,1250,9.0,3.4,37022
Esbjerg,11902,4028,10.3,3.5,115554
Fanø,371,124,10.8,3.6,3446
Varde,5024,1487,10.1,3.0,49642
Vejen,4223,1387,9.9,3.2,42751
Aabenraa,4494,1717,7.7,2.9,58549
Fredericia,4979,1941,9.7,3.8,51368
Horsens,7607,2832,8.2,3.1,92538
Kolding,8009,3018,8.6,3.2,93103
Vejle,10190,4087,8.7,3.5,117412
Herning,8085,3428,9.1,3.8,89276
Holstebro,5494,2075,9.4,3.5,58701
Lemvig,1792,914,9.2,4.7,19579
Struer,2048,944,9.8,4.5,20810
Syddjurs,3932,1608,9.1,3.7,43245
Norddjurs,3613,1511,9.8,4.1,36971
Favrskov,4080,1620,8.4,3.3,48429
Odder,2302,1071,10.0,4.7,22990
Randers,9284,3528,9.4,3.6,98315
Silkeborg,8189,3296,8.5,3.4,95861
Samsø,489,446,13.3,12.1,3680
Skanderborg,4932,1946,7.8,3.1,63437
Århus,28578,9968,8.1,2.8,352425
Ikast-Brande,3151,1445,7.6,3.5,41529
Ringkøbing-Skjern,4912,2081,8.8,3.7,56135
Hedensted,3880,1693,8.3,3.6,46820
Morsø,2404,1120,12.0,5.6,20061
Skive,4361,1879,9.6,4.1,45417
Thisted,4035,1406,9.4,3.3,43102
Viborg,9478,3806,9.8,3.9,96630
Brønderslev,3567,1272,9.9,3.5,36123
Frederikshavn,5742,2019,9.7,3.4,58978
Vesthimmerland,3751,1203,10.3,3.3,36344
Læsø,287,118,16.2,6.7,1772
Rebild,2731,1054,9.0,3.5,30487
Mariagerfjord,4065,1415,9.8,3.4,41580
Jammerbugt,3555,1132,9.3,3.0,38127
Aalborg,20545,7765,9.4,3.5,219729
Hjørring,6902,2236,10.8,3.5,64102
