"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,57584,20740,590405
Midtjylland,116207,46091,1332788
Syddanmark,114135,41506,1223718
Hovedstaden,162349,60996,1855623
Sjælland,77194,29843,839111
