Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.623.283; 154.576;   8.018;   1.353
Sjælland; 680.315;  42.699;   2.735;     409
Syddanmark;1.014.862;  46.232;   1.965;     227
Midtjylland;1.109.920;  60.007;   2.435;     365
Nordjylland; 512.056;  25.016;   1.042;     192
