"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;458933;427842;640322
Frederiksberg;79509;75207;103208
Ballerup;35673;33776;49155
Brøndby;23393;22200;35463
Dragør;11083;10565;14597
Gentofte;56231;53473;74298
Gladsaxe;49980;47165;68986
Glostrup;16731;15869;23536
Herlev;20589;19384;28809
Albertslund;18361;17197;27336
Hvidovre;37546;35637;53198
Høje-Taastrup;35354;33417;52595
Lyngby-Taarbæk;43827;41442;57155
Rødovre;28853;27292;41190
Ishøj;14301;13404;23003
Tårnby;31029;29359;42632
Vallensbæk;11298;10733;16536
Furesø;30756;29181;41329
Allerød;20081;19297;25895
Fredensborg;30521;29227;41076
Helsingør;47640;45601;63159
Hillerød;39699;38143;52417
Hørsholm;19495;18690;24776
Rudersdal;44107;41762;57231
Egedal;33514;31849;44124
Frederikssund;35592;33934;45817
Greve;36735;35102;50631
Køge;46070;44146;61639
Frederiksværk-Hundested;24138;23282;31495
Roskilde;68383;64901;89074
Solrød;17558;16846;23587
Gribskov;31794;30688;41288
Odsherred;25852;24938;32982
Holbæk;55356;52803;72671
Faxe;27809;26888;37054
Kalundborg;36667;35106;48429
Ringsted;25548;24432;35109
Slagelse;59139;56355;79546
Stevns;17815;17200;23298
Sorø;22919;21963;29999
Lejre;21681;20779;28596
Lolland;30405;29327;40279
Næstved;63115;60491;83614
Guldborgsund;46125;44362;60377
Vordingborg;34735;33351;45376
Bornholm;31618;30502;39766
Middelfart;30732;29448;39445
Assens;32047;30076;40915
Faaborg-Midtfyn;40242;38294;51846
Kerteminde;18847;18026;23982
Nyborg;25153;23761;32122
Odense;156305;147119;205037
Svendborg;45827;43994;59049
Nordfyns;22669;21640;29663
Langeland;9875;9397;12344
Ærø;4984;4810;6020
Haderslev;41345;38429;55329
Billund;20150;19102;26586
Sønderborg;56571;54073;73609
Tønder;27539;25619;36944
Esbjerg;87144;80977;115402
Fanø;2761;2644;3443
Varde;37501;35581;49703
Vejen;31488;30122;42744
Aabenraa;43086;41231;58498
Fredericia;38801;36996;51528
Horsens;68733;65367;93357
Kolding;69075;64991;93200
Vejle;87795;81980;118195
Herning;67468;63293;89186
Holstebro;44711;41900;58565
Lemvig;15279;14611;19401
Struer;16297;15350;20784
Syddjurs;33940;32081;43523
Norddjurs;28917;27514;37010
Favrskov;37137;35098;48732
Odder;18271;17560;23199
Randers;74906;70644;98615
Silkeborg;72627;68483;96666
Samsø;3034;2943;3730
Skanderborg;48283;45937;63969
Århus;269397;250886;354201
Ikast-Brande;30945;29228;41882
Ringkøbing-Skjern;42684;40328;56191
Hedensted;35906;34468;47064
Morsø;15693;15209;20046
Skive;35464;34134;45113
Thisted;33339;32278;43151
Viborg;74189;70863;96850
Brønderslev-Dronninglund;27543;25918;36179
Frederikshavn;46380;44695;58962
Vesthimmerlands;27602;26409;36398
Læsø;1461;1423;1789
Rebild;22968;21577;30594
Mariagerfjord;32358;31030;41564
Jammerbugt;29286;27818;38146
Ålborg;170065;161523;220540
Hjørring;49935;47803;63891
