"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference"
2021-08-30;København;K;234715;218044;234464;216810;251;1234
2021-08-30;København;M;224218;209798;224040;208780;178;1018
2021-08-30;Frederiksberg;K;42357;39970;42314;39788;43;182
2021-08-30;Frederiksberg;M;37152;35237;37113;35079;39;158
2021-08-30;Ballerup;K;18527;17573;18515;17512;12;61
2021-08-30;Ballerup;M;17146;16203;17137;16134;9;69
2021-08-30;Brøndby;K;12161;11541;12154;11498;7;43
2021-08-30;Brøndby;M;11232;10659;11228;10614;4;45
2021-08-30;Dragør;K;5735;5461;5729;5436;6;25
2021-08-30;Dragør;M;5348;5104;5342;5084;6;20
2021-08-30;Gentofte;K;29674;28216;29642;28112;32;104
2021-08-30;Gentofte;M;26557;25257;26533;25154;24;103
2021-08-30;Gladsaxe;K;25496;24098;25457;24002;39;96
2021-08-30;Gladsaxe;M;24484;23067;24463;22964;21;103
2021-08-30;Glostrup;K;8576;8136;8571;8099;5;37
2021-08-30;Glostrup;M;8155;7733;8149;7693;6;40
2021-08-30;Herlev;K;10746;10124;10738;10069;8;55
2021-08-30;Herlev;M;9843;9260;9836;9217;7;43
2021-08-30;Albertslund;K;9399;8853;9384;8807;15;46
2021-08-30;Albertslund;M;8962;8344;8954;8296;8;48
2021-08-30;Hvidovre;K;19308;18305;19294;18215;14;90
2021-08-30;Hvidovre;M;18238;17332;18225;17248;13;84
2021-08-30;Høje Tåstrup;K;17843;16872;17824;16788;19;84
2021-08-30;Høje Tåstrup;M;17511;16545;17503;16454;8;91
2021-08-30;Lyngby-Taarbæk;K;22551;21330;22521;21261;30;69
2021-08-30;Lyngby-Taarbæk;M;21276;20112;21259;20047;17;65
2021-08-30;Rødovre;K;15027;14220;15019;14149;8;71
2021-08-30;Rødovre;M;13826;13072;13816;13011;10;61
2021-08-30;Ishøj;K;7285;6830;7282;6796;3;34
2021-08-30;Ishøj;M;7016;6574;7006;6544;10;30
2021-08-30;Tårnby;K;15974;15155;15962;15108;12;47
2021-08-30;Tårnby;M;15055;14204;15044;14161;11;43
2021-08-30;Vallensbæk;K;5743;5436;5735;5412;8;24
2021-08-30;Vallensbæk;M;5555;5297;5550;5274;5;23
2021-08-30;Furesø;K;15971;15125;15958;15072;13;53
2021-08-30;Furesø;M;14785;14056;14779;14009;6;47
2021-08-30;Allerød;K;10308;9895;10302;9878;6;17
2021-08-30;Allerød;M;9773;9402;9762;9384;11;18
2021-08-30;Fredensborg;K;15962;15285;15949;15271;13;14
2021-08-30;Fredensborg;M;14559;13942;14547;13924;12;18
2021-08-30;Helsingør;K;24899;23839;24895;23812;4;27
2021-08-30;Helsingør;M;22741;21762;22725;21750;16;12
2021-08-30;Hillerød;K;20402;19630;20389;19589;13;41
2021-08-30;Hillerød;M;19297;18513;19282;18472;15;41
2021-08-30;Hørsholm;K;10489;10034;10482;10018;7;16
2021-08-30;Hørsholm;M;9006;8656;9002;8647;4;9
2021-08-30;Rudersdal;K;22820;21607;22802;21566;18;41
2021-08-30;Rudersdal;M;21287;20155;21266;20126;21;29
2021-08-30;Egedal;K;17062;16192;17048;16123;14;69
2021-08-30;Egedal;M;16452;15657;16447;15586;5;71
2021-08-30;Frederikssund;K;18261;17419;18249;17379;12;40
2021-08-30;Frederikssund;M;17331;16515;17323;16472;8;43
2021-08-30;Greve;K;18840;18005;18828;17930;12;75
2021-08-30;Greve;M;17895;17097;17889;17030;6;67
2021-08-30;Køge;K;23478;22480;23464;22394;14;86
2021-08-30;Køge;M;22592;21666;22574;21591;18;75
2021-08-30;Halsnæs;K;12315;11878;12313;11862;2;16
2021-08-30;Halsnæs;M;11823;11404;11817;11387;6;17
2021-08-30;Roskilde;K;35277;33496;35251;33358;26;138
2021-08-30;Roskilde;M;33106;31405;33093;31284;13;121
2021-08-30;Solrød;K;9031;8630;9024;8601;7;29
2021-08-30;Solrød;M;8527;8216;8525;8183;2;33
2021-08-30;Gribskov;K;16098;15544;16081;15522;17;22
2021-08-30;Gribskov;M;15696;15144;15687;15121;9;23
2021-08-30;Odsherred;K;13052;12613;13047;12584;5;29
2021-08-30;Odsherred;M;12800;12325;12797;12289;3;36
2021-08-30;Holbæk;K;28251;26947;28224;26811;27;136
2021-08-30;Holbæk;M;27105;25856;27085;25717;20;139
2021-08-30;Faxe;K;13892;13446;13889;13425;3;21
2021-08-30;Faxe;M;13917;13442;13914;13407;3;35
2021-08-30;Kalundborg;K;18495;17711;18492;17676;3;35
2021-08-30;Kalundborg;M;18172;17395;18169;17356;3;39
2021-08-30;Ringsted;K;12947;12385;12946;12342;1;43
2021-08-30;Ringsted;M;12601;12047;12598;12012;3;35
2021-08-30;Slagelse;K;30137;28788;30123;28715;14;73
2021-08-30;Slagelse;M;29002;27567;28985;27515;17;52
2021-08-30;Stevns;K;8920;8621;8918;8603;2;18
2021-08-30;Stevns;M;8895;8579;8894;8554;1;25
2021-08-30;Sorø;K;11629;11173;11625;11139;4;34
2021-08-30;Sorø;M;11290;10790;11287;10755;3;35
2021-08-30;Lejre;K;10971;10488;10962;10452;9;36
2021-08-30;Lejre;M;10710;10291;10704;10269;6;22
2021-08-30;Lolland;K;15302;14790;15301;14786;1;4
2021-08-30;Lolland;M;15103;14537;15099;14533;4;4
2021-08-30;Næstved;K;32305;30977;32300;30881;5;96
2021-08-30;Næstved;M;30810;29514;30805;29414;5;100
2021-08-30;Guldborgsund;K;23399;22513;23398;22499;1;14
2021-08-30;Guldborgsund;M;22726;21849;22724;21842;2;7
2021-08-30;Vordingborg;K;17631;16964;17631;16949;0;15
2021-08-30;Vordingborg;M;17104;16387;17103;16367;1;20
2021-08-30;Bornholm;K;16140;15593;16135;15555;5;38
2021-08-30;Bornholm;M;15478;14909;15465;14860;13;49
2021-08-30;Middelfart;K;15499;14885;15481;14869;18;16
2021-08-30;Middelfart;M;15233;14563;15224;14535;9;28
2021-08-30;Assens;K;16139;15219;16135;15175;4;44
2021-08-30;Assens;M;15908;14857;15900;14818;8;39
2021-08-30;Faaborg-Midtfyn;K;20254;19356;20249;19317;5;39
2021-08-30;Faaborg-Midtfyn;M;19988;18938;19984;18893;4;45
2021-08-30;Kerteminde;K;9676;9260;9674;9249;2;11
2021-08-30;Kerteminde;M;9171;8766;9169;8750;2;16
2021-08-30;Nyborg;K;12874;12173;12874;12155;0;18
2021-08-30;Nyborg;M;12279;11588;12277;11561;2;27
2021-08-30;Odense;K;80085;75550;80049;75172;36;378
2021-08-30;Odense;M;76220;71569;76184;71207;36;362
2021-08-30;Svendborg;K;23320;22444;23313;22393;7;51
2021-08-30;Svendborg;M;22507;21550;22497;21497;10;53
2021-08-30;Nordfyn;K;11424;10922;11421;10895;3;27
2021-08-30;Nordfyn;M;11245;10718;11243;10683;2;35
2021-08-30;Langeland;K;4956;4757;4955;4751;1;6
2021-08-30;Langeland;M;4919;4640;4919;4635;0;5
2021-08-30;Ærø;K;2503;2429;2503;2429;0;0
2021-08-30;Ærø;M;2481;2381;2481;2379;0;2
2021-08-30;Haderslev;K;20844;19506;20828;19475;16;31
2021-08-30;Haderslev;M;20501;18923;20486;18889;15;34
2021-08-30;Billund;K;10019;9518;10017;9501;2;17
2021-08-30;Billund;M;10131;9584;10125;9562;6;22
2021-08-30;Sønderborg;K;28672;27437;28649;27349;23;88
2021-08-30;Sønderborg;M;27899;26636;27880;26547;19;89
2021-08-30;Tønder;K;13930;13028;13922;13003;8;25
2021-08-30;Tønder;M;13609;12591;13596;12553;13;38
2021-08-30;Esbjerg;K;43984;41023;43961;40814;23;209
2021-08-30;Esbjerg;M;43160;39954;43135;39727;25;227
2021-08-30;Fanø;K;1424;1368;1423;1364;1;4
2021-08-30;Fanø;M;1337;1276;1337;1269;0;7
2021-08-30;Varde;K;18698;17776;18680;17687;18;89
2021-08-30;Varde;M;18803;17805;18792;17698;11;107
2021-08-30;Vejen;K;15726;15077;15712;14986;14;91
2021-08-30;Vejen;M;15762;15045;15748;14961;14;84
2021-08-30;Aabenraa;K;21790;20890;21771;20840;19;50
2021-08-30;Aabenraa;M;21296;20341;21278;20285;18;56
2021-08-30;Fredericia;K;19654;18774;19639;18755;15;19
2021-08-30;Fredericia;M;19147;18222;19130;18193;17;29
2021-08-30;Horsens;K;34778;33074;34758;33035;20;39
2021-08-30;Horsens;M;33955;32293;33931;32244;24;49
2021-08-30;Kolding;K;35040;32954;35017;32850;23;104
2021-08-30;Kolding;M;34035;32037;34009;31943;26;94
2021-08-30;Vejle;K;44396;41473;44378;41440;18;33
2021-08-30;Vejle;M;43399;40507;43382;40453;17;54
2021-08-30;Herning;K;33892;31863;33892;31862;0;1
2021-08-30;Herning;M;33576;31430;33575;31429;1;1
2021-08-30;Holstebro;K;22709;21326;22709;21325;0;1
2021-08-30;Holstebro;M;22002;20574;22002;20572;0;2
2021-08-30;Lemvig;K;7537;7220;7537;7218;0;2
2021-08-30;Lemvig;M;7742;7391;7742;7389;0;2
2021-08-30;Struer;K;8218;7746;8218;7746;0;0
2021-08-30;Struer;M;8079;7604;8079;7603;0;1
2021-08-30;Syddjurs;K;16991;16073;16990;16069;1;4
2021-08-30;Syddjurs;M;16949;16008;16949;16006;0;2
2021-08-30;Norddjurs;K;14278;13618;14278;13618;0;0
2021-08-30;Norddjurs;M;14639;13896;14639;13893;0;3
2021-08-30;Favrskov;K;18603;17560;18600;17557;3;3
2021-08-30;Favrskov;M;18534;17538;18532;17532;2;6
2021-08-30;Odder;K;9318;8942;9317;8940;1;2
2021-08-30;Odder;M;8953;8618;8951;8613;2;5
2021-08-30;Randers;K;38000;35948;37999;35926;1;22
2021-08-30;Randers;M;36906;34696;36906;34672;0;24
2021-08-30;Silkeborg;K;36650;34491;36648;34488;2;3
2021-08-30;Silkeborg;M;35977;33992;35977;33986;0;6
2021-08-30;Samsø;K;1537;1496;1537;1496;0;0
2021-08-30;Samsø;M;1497;1447;1497;1446;0;1
2021-08-30;Skanderborg;K;24453;23165;24446;23151;7;14
2021-08-30;Skanderborg;M;23830;22772;23824;22762;6;10
2021-08-30;Århus;K;138219;128664;138190;128449;29;215
2021-08-30;Århus;M;131178;122222;131150;122022;28;200
2021-08-30;Ikast-Brande;K;15393;14540;15391;14538;2;2
2021-08-30;Ikast-Brande;M;15552;14688;15551;14685;1;3
2021-08-30;Ringkøbing-Skjern;K;21259;20126;21258;20109;1;17
2021-08-30;Ringkøbing-Skjern;M;21425;20202;21425;20190;0;12
2021-08-30;Hedensted;K;17860;17167;17858;17162;2;5
2021-08-30;Hedensted;M;18046;17301;18044;17296;2;5
2021-08-30;Morsø;K;7858;7645;7858;7608;0;37
2021-08-30;Morsø;M;7835;7564;7835;7527;0;37
2021-08-30;Skive;K;17580;16948;17579;16946;1;2
2021-08-30;Skive;M;17884;17186;17884;17185;0;1
2021-08-30;Thisted;K;16733;16209;16731;16089;2;120
2021-08-30;Thisted;M;16606;16069;16602;15948;4;121
2021-08-30;Viborg;K;37332;35676;37332;35670;0;6
2021-08-30;Viborg;M;36857;35187;36855;35172;2;15
2021-08-30;Brønderslev;K;13763;12994;13748;12968;15;26
2021-08-30;Brønderslev;M;13780;12924;13769;12902;11;22
2021-08-30;Frederikshavn;K;23415;22629;23411;22623;4;6
2021-08-30;Frederikshavn;M;22965;22066;22961;22056;4;10
2021-08-30;Vesthimmerland;K;13802;13238;13801;13231;1;7
2021-08-30;Vesthimmerland;M;13800;13171;13796;13159;4;12
2021-08-30;Læsø;K;737;707;737;707;0;0
2021-08-30;Læsø;M;724;716;724;716;0;0
2021-08-30;Rebild;K;11383;10689;11376;10637;7;52
2021-08-30;Rebild;M;11585;10888;11573;10846;12;42
2021-08-30;Mariagerfjord;K;16014;15371;15997;15178;17;193
2021-08-30;Mariagerfjord;M;16344;15659;16326;15439;18;220
2021-08-30;Jammerbugt;K;14695;14016;14686;13984;9;32
2021-08-30;Jammerbugt;M;14591;13802;14576;13768;15;34
2021-08-30;Aalborg;K;85097;80988;85000;80839;97;149
2021-08-30;Aalborg;M;84968;80535;84877;80408;91;127
2021-08-30;Hjørring;K;25313;24297;25284;24214;29;83
2021-08-30;Hjørring;M;24622;23506;24583;23424;39;82
