"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;3;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2754;1622
Hovedstaden;03-05;M;2982;1748
Hovedstaden;06-11;K;26263;18351
Hovedstaden;06-11;M;27525;19151
Hovedstaden;12-15;K;34271;32911
Hovedstaden;12-15;M;36239;34774
Hovedstaden;16-19;K;35945;35268
Hovedstaden;16-19;M;36181;35296
Hovedstaden;20-39;K;233316;228314
Hovedstaden;20-39;M;224057;218707
Hovedstaden;40-64;K;272552;270520
Hovedstaden;40-64;M;267905;265850
Hovedstaden;65-79;K;124675;124348
Hovedstaden;65-79;M;106798;106519
Hovedstaden;80+;K;43347;43179
Hovedstaden;80+;M;26160;26084
Midtjylland;00-02;K;3;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;2347;1470
Midtjylland;03-05;M;2594;1620
Midtjylland;06-11;K;23603;18358
Midtjylland;06-11;M;24931;19396
Midtjylland;12-15;K;29398;28601
Midtjylland;12-15;M;30573;29712
Midtjylland;16-19;K;30399;30073
Midtjylland;16-19;M;30774;30331
Midtjylland;20-39;K;148201;145531
Midtjylland;20-39;M;150744;147690
Midtjylland;40-64;K;200529;199625
Midtjylland;40-64;M;199531;198564
Midtjylland;65-79;K;100109;99967
Midtjylland;65-79;M;94308;94155
Midtjylland;80+;K;32791;32698
Midtjylland;80+;M;22970;22921
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;939;556
Nordjylland;03-05;M;1004;604
Nordjylland;06-11;K;9552;7143
Nordjylland;06-11;M;9937;7375
Nordjylland;12-15;K;12244;11853
Nordjylland;12-15;M;13042;12636
Nordjylland;16-19;K;12650;12514
Nordjylland;16-19;M;13128;12890
Nordjylland;20-39;K;59443;58201
Nordjylland;20-39;M;64232;62646
Nordjylland;40-64;K;89374;88911
Nordjylland;40-64;M;89732;89223
Nordjylland;65-79;K;49041;48946
Nordjylland;65-79;M;46888;46792
Nordjylland;80+;K;16637;16593
Nordjylland;80+;M;11808;11776
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1185;735
Sjælland;03-05;M;1318;821
Sjælland;06-11;K;12052;8976
Sjælland;06-11;M;12878;9634
Sjælland;12-15;K;17774;17279
Sjælland;12-15;M;18702;18158
Sjælland;16-19;K;17903;17660
Sjælland;16-19;M;19159;18796
Sjælland;20-39;K;67641;65970
Sjælland;20-39;M;69226;67402
Sjælland;40-64;K;137861;137033
Sjælland;40-64;M;135383;134574
Sjælland;65-79;K;75025;74868
Sjælland;65-79;M;69571;69437
Sjælland;80+;K;23319;23233
Sjælland;80+;M;16292;16257
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1903;1226
Syddanmark;03-05;M;2061;1338
Syddanmark;06-11;K;19973;15564
Syddanmark;06-11;M;21251;16717
Syddanmark;12-15;K;26166;25389
Syddanmark;12-15;M;27334;26489
Syddanmark;16-19;K;27389;27045
Syddanmark;16-19;M;27822;27318
Syddanmark;20-39;K;114683;112243
Syddanmark;20-39;M;119166;116243
Syddanmark;40-64;K;191071;190063
Syddanmark;40-64;M;190095;188982
Syddanmark;65-79;K;101006;100825
Syddanmark;65-79;M;95167;94987
Syddanmark;80+;K;35282;35178
Syddanmark;80+;M;24324;24267
