"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;17035;104
AstraZeneca Covid-19 vaccine;Midtjylland;34060;254
AstraZeneca Covid-19 vaccine;Syddanmark;30848;491
AstraZeneca Covid-19 vaccine;Hovedstaden;46530;1178
AstraZeneca Covid-19 vaccine;Sjælland;24017;469
Janssen COVID-19 vaccine;Nordjylland;3692;3692
Janssen COVID-19 vaccine;Midtjylland;9920;9920
Janssen COVID-19 vaccine;Syddanmark;7677;7677
Janssen COVID-19 vaccine;Hovedstaden;22868;22868
Janssen COVID-19 vaccine;Sjælland;2867;2867
Moderna Covid-19 Vaccine;Nordjylland;71574;70851
Moderna Covid-19 Vaccine;Midtjylland;127710;126347
Moderna Covid-19 Vaccine;Syddanmark;136472;163696
Moderna Covid-19 Vaccine;Hovedstaden;153509;151546
Moderna Covid-19 Vaccine;Sjælland;85312;106232
Pfizer BioNTech Covid-19 vacc;Nordjylland;407350;414012
Pfizer BioNTech Covid-19 vacc;Midtjylland;952116;964192
Pfizer BioNTech Covid-19 vacc;Syddanmark;849698;832011
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1278066;1287050
Pfizer BioNTech Covid-19 vacc;Sjælland;583093;571265
