"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Nordjylland;499651;488659;369304;84.4;82.6;62.4;591759
Midtjylland;1123806;1100713;826366;83.7;82.0;61.6;1342383
Syddanmark;1024695;1003875;755272;83.4;81.7;61.5;1228450
Hovedstaden;1500973;1462642;1064943;80.3;78.3;57.0;1868577
Sjælland;695289;680833;517768;82.4;80.7;61.4;843479
