"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;3;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2480;1433
Hovedstaden;03-05;M;2694;1556
Hovedstaden;06-11;K;25885;18047
Hovedstaden;06-11;M;27147;18811
Hovedstaden;12-15;K;30750;29264
Hovedstaden;12-15;M;32584;31035
Hovedstaden;16-19;K;34556;33900
Hovedstaden;16-19;M;35316;34453
Hovedstaden;20-39;K;232799;227771
Hovedstaden;20-39;M;223601;218217
Hovedstaden;40-64;K;271870;269825
Hovedstaden;40-64;M;267231;265150
Hovedstaden;65-79;K;126743;126405
Hovedstaden;65-79;M;109461;109171
Hovedstaden;80+;K;48040;47868
Hovedstaden;80+;M;29813;29736
Midtjylland;00-02;K;2;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;2122;1312
Midtjylland;03-05;M;2326;1432
Midtjylland;06-11;K;23178;17950
Midtjylland;06-11;M;24542;19007
Midtjylland;12-15;K;26295;25432
Midtjylland;12-15;M;27389;26479
Midtjylland;16-19;K;29624;29302
Midtjylland;16-19;M;30400;29961
Midtjylland;20-39;K;148606;145936
Midtjylland;20-39;M;151348;148276
Midtjylland;40-64;K;199182;198263
Midtjylland;40-64;M;197897;196917
Midtjylland;65-79;K;101924;101776
Midtjylland;65-79;M;96450;96295
Midtjylland;80+;K;36447;36352
Midtjylland;80+;M;26073;26022
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;854;500
Nordjylland;03-05;M;919;545
Nordjylland;06-11;K;9389;6981
Nordjylland;06-11;M;9752;7194
Nordjylland;12-15;K;10950;10541
Nordjylland;12-15;M;11642;11217
Nordjylland;16-19;K;12324;12189
Nordjylland;16-19;M;12952;12726
Nordjylland;20-39;K;59531;58282
Nordjylland;20-39;M;64569;62968
Nordjylland;40-64;K;88527;88063
Nordjylland;40-64;M;88748;88234
Nordjylland;65-79;K;49810;49712
Nordjylland;65-79;M;47758;47659
Nordjylland;80+;K;18495;18449
Nordjylland;80+;M;13431;13399
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1064;654
Sjælland;03-05;M;1187;724
Sjælland;06-11;K;11869;8813
Sjælland;06-11;M;12658;9433
Sjælland;12-15;K;15752;15208
Sjælland;12-15;M;16724;16137
Sjælland;16-19;K;17886;17646
Sjælland;16-19;M;19046;18697
Sjælland;20-39;K;67543;65874
Sjælland;20-39;M;69578;67743
Sjælland;40-64;K;136344;135509
Sjælland;40-64;M;133815;132996
Sjælland;65-79;K;76173;76009
Sjælland;65-79;M;70815;70679
Sjælland;80+;K;26129;26041
Sjælland;80+;M;18706;18670
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1694;1067
Syddanmark;03-05;M;1852;1181
Syddanmark;06-11;K;19605;15210
Syddanmark;06-11;M;20799;16282
Syddanmark;12-15;K;23416;22596
Syddanmark;12-15;M;24676;23784
Syddanmark;16-19;K;26870;26520
Syddanmark;16-19;M;27386;26902
Syddanmark;20-39;K;115056;112610
Syddanmark;20-39;M;119909;116960
Syddanmark;40-64;K;189090;188083
Syddanmark;40-64;M;187914;186787
Syddanmark;65-79;K;102531;102341
Syddanmark;65-79;M;96953;96772
Syddanmark;80+;K;39211;39106
Syddanmark;80+;M;27731;27673
