"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;507812;494665;345318;78.7;76.7;53.5;645093
Frederiksberg;86788;84902;63316;83.8;82.0;61.1;103576
Ballerup;39007;38002;28230;79.3;77.2;57.4;49209
Brøndby;25869;25044;17803;72.3;70.0;49.8;35769
Dragør;12280;11941;9035;84.0;81.6;61.8;14625
Gentofte;62232;60711;45442;83.8;81.8;61.2;74261
Gladsaxe;55513;53923;38842;80.2;77.9;56.1;69243
Glostrup;18253;17750;12764;77.8;75.7;54.4;23461
Herlev;22665;21972;16023;78.6;76.2;55.6;28831
Albertslund;20649;19943;13720;74.7;72.2;49.6;27635
Hvidovre;41512;40193;28694;78.0;75.5;53.9;53231
Høje Tåstrup;39694;38480;27206;74.8;72.5;51.2;53088
Lyngby-Taarbæk;48666;47400;35343;84.3;82.1;61.2;57756
Rødovre;32158;31152;22386;77.6;75.1;54.0;41467
Ishøj;16151;15622;10425;69.6;67.3;44.9;23219
Tårnby;34234;33288;24401;80.2;78.0;57.1;42700
Vallensbæk;12562;12193;8659;76.1;73.9;52.5;16505
Furesø;34256;33372;25010;82.8;80.6;60.4;41390
Allerød;21997;21517;16377;85.2;83.3;63.4;25825
Fredensborg;33544;32754;24767;81.4;79.5;60.1;41196
Helsingør;51727;50597;38747;82.3;80.5;61.6;62863
Hillerød;44083;43107;32254;82.7;80.9;60.5;53302
Hørsholm;21129;20689;16109;85.4;83.6;65.1;24736
Rudersdal;48501;47388;36148;84.7;82.8;63.1;57252
Egedal;36946;36092;26626;83.2;81.3;60.0;44408
Frederikssund;38526;37698;28661;84.1;82.3;62.6;45815
Greve;40755;39751;29449;80.2;78.2;58.0;50812
Køge;50439;49169;36827;81.8;79.8;59.7;61647
Halsnæs;25999;25408;19710;83.0;81.1;62.9;31332
Roskilde;75052;73473;55278;83.9;82.1;61.8;89484
Solrød;19503;19065;14150;81.9;80.1;59.4;23816
Gribskov;34167;33456;26169;83.0;81.3;63.6;41157
Odsherred;27643;27174;21590;84.2;82.8;65.8;32825
Holbæk;60675;59441;44654;83.3;81.6;61.3;72873
Faxe;30453;29785;22640;81.9;80.1;60.9;37174
Kalundborg;39809;39044;29988;82.3;80.7;62.0;48362
Ringsted;28198;27576;20544;80.2;78.4;58.4;35152
Slagelse;65017;63558;48203;81.6;79.7;60.5;79705
Stevns;19482;19067;14758;82.9;81.1;62.8;23510
Sorø;25204;24742;18827;84.0;82.5;62.7;30006
Lejre;23736;23276;17786;83.0;81.4;62.2;28581
Lolland;32851;32252;25271;82.0;80.5;63.1;40073
Næstved;69283;67914;51353;82.6;81.0;61.2;83877
Guldborgsund;49737;48840;38021;82.5;81.0;63.1;60277
Vordingborg;37452;36706;28429;82.7;81.0;62.8;45305
Bornholm;34053;33383;26758;85.9;84.2;67.5;39632
Middelfart;33940;33293;25995;85.6;84.0;65.6;39638
Assens;34996;34266;26248;85.5;83.7;64.1;40919
Faaborg-Midtfyn;44238;43323;33117;85.4;83.6;63.9;51830
Kerteminde;20528;20077;15546;85.5;83.6;64.7;24012
Nyborg;27557;26997;20608;85.8;84.1;64.2;32115
Odense;172307;168453;124225;83.6;81.8;60.3;205987
Svendborg;50575;49634;37838;85.5;83.9;63.9;59183
Nordfyn;24989;24425;18536;84.0;82.1;62.3;29738
Langeland;10577;10407;8431;85.9;84.5;68.4;12320
Ærø;5282;5187;4289;87.6;86.0;71.1;6029
Haderslev;45653;44743;33515;82.6;80.9;60.6;55302
Billund;22203;21784;16515;83.3;81.7;61.9;26669
Sønderborg;61684;60452;46343;83.6;82.0;62.8;73741
Tønder;29953;29329;22139;81.4;79.7;60.1;36817
Esbjerg;95782;93916;70219;82.9;81.3;60.8;115498
Fanø;2965;2919;2365;86.7;85.4;69.2;3420
Varde;41203;40377;30873;82.9;81.3;62.1;49675
Vejen;34995;34217;25490;82.2;80.4;59.9;42581
Aabenraa;47288;46410;35215;80.6;79.1;60.0;58671
Fredericia;43076;42201;32262;83.5;81.8;62.5;51610
Horsens;76999;75415;55699;81.4;79.7;58.9;94583
Kolding;76983;75463;55186;82.3;80.7;59.0;93540
Vejle;97921;96002;70317;82.2;80.6;59.0;119155
Herning;74673;73205;54236;83.7;82.0;60.8;89260
Holstebro;49417;48408;36039;84.4;82.7;61.6;58518
Lemvig;16575;16291;12769;85.4;83.9;65.8;19410
Struer;17847;17517;13432;85.9;84.3;64.7;20776
Syddjurs;36943;36240;28210;84.7;83.1;64.7;43631
Norddjurs;31289;30702;24108;84.8;83.2;65.3;36904
Favrskov;41416;40524;30171;84.7;82.9;61.7;48879
Odder;19978;19549;15393;85.6;83.8;66.0;23326
Randers;82627;80941;60734;83.5;81.8;61.3;99010
Silkeborg;80973;79294;59464;83.1;81.3;61.0;97493
Samsø;3250;3205;2608;87.6;86.4;70.3;3709
Skanderborg;53979;52693;39683;83.8;81.8;61.6;64396
Århus;296076;289557;215974;83.3;81.5;60.8;355425
Ikast-Brande;34352;33688;24837;82.0;80.4;59.3;41882
Ringkøbing-Skjern;46931;46033;34845;83.5;81.9;62.0;56191
Hedensted;39600;38930;29471;84.1;82.6;62.6;47110
Morsø;17059;16674;12714;85.0;83.1;63.4;20062
Skive;38832;38130;28960;86.2;84.6;64.3;45072
Thisted;36345;35524;27300;84.3;82.4;63.4;43092
Viborg;82049;80391;59733;84.8;83.0;61.7;96808
Brønderslev;30500;29812;22228;84.3;82.4;61.4;36201
Frederikshavn;50185;49263;38315;85.2;83.7;65.1;58874
Vesthimmerland;30069;29411;22434;82.8;81.0;61.8;36302
Læsø;1531;1506;1283;86.3;84.9;72.3;1774
Rebild;25492;24911;18501;83.2;81.3;60.3;30657
Mariagerfjord;35247;34393;26394;84.6;82.6;63.4;41651
Jammerbugt;32327;31580;24171;84.7;82.7;63.3;38170
Aalborg;186398;182171;135548;84.3;82.4;61.3;221135
Hjørring;54498;53414;40416;85.4;83.7;63.3;63841
