"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;507812;494665;645093
Frederiksberg;86788;84902;103576
Ballerup;39007;38002;49209
Brøndby;25869;25044;35769
Dragør;12280;11941;14625
Gentofte;62232;60711;74261
Gladsaxe;55513;53923;69243
Glostrup;18253;17750;23461
Herlev;22665;21972;28831
Albertslund;20649;19943;27635
Hvidovre;41512;40193;53231
Høje-Taastrup;39694;38480;53088
Lyngby-Taarbæk;48666;47400;57756
Rødovre;32158;31152;41467
Ishøj;16151;15622;23219
Tårnby;34234;33288;42700
Vallensbæk;12562;12193;16505
Furesø;34256;33372;41390
Allerød;21997;21517;25825
Fredensborg;33544;32754;41196
Helsingør;51727;50597;62863
Hillerød;44083;43107;53302
Hørsholm;21129;20689;24736
Rudersdal;48501;47388;57252
Egedal;36946;36092;44408
Frederikssund;38526;37698;45815
Greve;40755;39751;50812
Køge;50439;49169;61647
Frederiksværk-Hundested;25999;25408;31332
Roskilde;75052;73473;89484
Solrød;19503;19065;23816
Gribskov;34167;33456;41157
Odsherred;27643;27174;32825
Holbæk;60675;59441;72873
Faxe;30453;29785;37174
Kalundborg;39809;39044;48362
Ringsted;28198;27576;35152
Slagelse;65017;63558;79705
Stevns;19482;19067;23510
Sorø;25204;24742;30006
Lejre;23736;23276;28581
Lolland;32851;32252;40073
Næstved;69283;67914;83877
Guldborgsund;49737;48840;60277
Vordingborg;37452;36706;45305
Bornholm;34053;33383;39632
Middelfart;33940;33293;39638
Assens;34996;34266;40919
Faaborg-Midtfyn;44238;43323;51830
Kerteminde;20528;20077;24012
Nyborg;27557;26997;32115
Odense;172307;168453;205987
Svendborg;50575;49634;59183
Nordfyns;24989;24425;29738
Langeland;10577;10407;12320
Ærø;5282;5187;6029
Haderslev;45653;44743;55302
Billund;22203;21784;26669
Sønderborg;61684;60452;73741
Tønder;29953;29329;36817
Esbjerg;95782;93916;115498
Fanø;2965;2919;3420
Varde;41203;40377;49675
Vejen;34995;34217;42581
Aabenraa;47288;46410;58671
Fredericia;43076;42201;51610
Horsens;76999;75415;94583
Kolding;76983;75463;93540
Vejle;97921;96002;119155
Herning;74673;73205;89260
Holstebro;49417;48408;58518
Lemvig;16575;16291;19410
Struer;17847;17517;20776
Syddjurs;36943;36240;43631
Norddjurs;31289;30702;36904
Favrskov;41416;40524;48879
Odder;19978;19549;23326
Randers;82627;80941;99010
Silkeborg;80973;79294;97493
Samsø;3250;3205;3709
Skanderborg;53979;52693;64396
Århus;296076;289557;355425
Ikast-Brande;34352;33688;41882
Ringkøbing-Skjern;46931;46033;56191
Hedensted;39600;38930;47110
Morsø;17059;16674;20062
Skive;38832;38130;45072
Thisted;36345;35524;43092
Viborg;82049;80391;96808
Brønderslev-Dronninglund;30500;29812;36201
Frederikshavn;50185;49263;58874
Vesthimmerlands;30069;29411;36302
Læsø;1531;1506;1774
Rebild;25492;24911;30657
Mariagerfjord;35247;34393;41651
Jammerbugt;32327;31580;38170
Ålborg;186398;182171;221135
Hjørring;54498;53414;63841
