"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2020-12-29;Hovedstaden;0;1868577;0.00
2021-01-01;Hovedstaden;0;1868577;0.00
2021-01-04;Hovedstaden;0;1868577;0.00
2021-01-05;Hovedstaden;1;1868577;0.00
2021-01-07;Hovedstaden;2;1868577;0.00
2021-01-08;Hovedstaden;3;1868577;0.00
2021-01-09;Hovedstaden;5;1868577;0.00
2021-01-12;Hovedstaden;5;1868577;0.00
2021-01-13;Hovedstaden;7;1868577;0.00
2021-01-14;Hovedstaden;8;1868577;0.00
2021-01-15;Hovedstaden;13;1868577;0.00
2021-01-16;Hovedstaden;15;1868577;0.00
2021-01-17;Hovedstaden;57;1868577;0.00
2021-01-18;Hovedstaden;193;1868577;0.01
2021-01-19;Hovedstaden;365;1868577;0.02
2021-01-20;Hovedstaden;501;1868577;0.03
2021-01-21;Hovedstaden;617;1868577;0.03
2021-01-22;Hovedstaden;699;1868577;0.04
2021-01-23;Hovedstaden;4459;1868577;0.24
2021-01-24;Hovedstaden;8053;1868577;0.43
2021-01-25;Hovedstaden;8282;1868577;0.44
2021-01-26;Hovedstaden;8421;1868577;0.45
2021-01-27;Hovedstaden;9040;1868577;0.48
2021-01-28;Hovedstaden;12722;1868577;0.68
2021-01-29;Hovedstaden;19796;1868577;1.06
2021-01-30;Hovedstaden;24020;1868577;1.29
2021-01-31;Hovedstaden;26431;1868577;1.41
2021-02-01;Hovedstaden;28311;1868577;1.52
2021-02-02;Hovedstaden;28422;1868577;1.52
2021-02-03;Hovedstaden;31239;1868577;1.67
2021-02-04;Hovedstaden;37423;1868577;2.00
2021-02-05;Hovedstaden;42116;1868577;2.25
2021-02-06;Hovedstaden;45029;1868577;2.41
2021-02-07;Hovedstaden;45593;1868577;2.44
2021-02-08;Hovedstaden;46727;1868577;2.50
2021-02-09;Hovedstaden;46773;1868577;2.50
2021-02-10;Hovedstaden;47692;1868577;2.55
2021-02-11;Hovedstaden;47936;1868577;2.57
2021-02-12;Hovedstaden;52066;1868577;2.79
2021-02-13;Hovedstaden;52077;1868577;2.79
2021-02-14;Hovedstaden;52090;1868577;2.79
2021-02-15;Hovedstaden;53454;1868577;2.86
2021-02-16;Hovedstaden;53861;1868577;2.88
2021-02-17;Hovedstaden;53898;1868577;2.88
2021-02-18;Hovedstaden;53980;1868577;2.89
2021-02-19;Hovedstaden;54035;1868577;2.89
2021-02-20;Hovedstaden;54140;1868577;2.90
2021-02-21;Hovedstaden;54245;1868577;2.90
2021-02-22;Hovedstaden;54393;1868577;2.91
2021-02-23;Hovedstaden;54560;1868577;2.92
2021-02-24;Hovedstaden;54644;1868577;2.92
2021-02-25;Hovedstaden;54685;1868577;2.93
2021-02-26;Hovedstaden;54754;1868577;2.93
2021-02-27;Hovedstaden;55778;1868577;2.99
2021-02-28;Hovedstaden;56822;1868577;3.04
2021-03-01;Hovedstaden;57039;1868577;3.05
2021-03-02;Hovedstaden;57290;1868577;3.07
2021-03-03;Hovedstaden;57338;1868577;3.07
2021-03-04;Hovedstaden;57539;1868577;3.08
2021-03-05;Hovedstaden;57811;1868577;3.09
2021-03-06;Hovedstaden;57905;1868577;3.10
2021-03-07;Hovedstaden;58217;1868577;3.12
2021-03-08;Hovedstaden;58457;1868577;3.13
2021-03-09;Hovedstaden;59826;1868577;3.20
2021-03-10;Hovedstaden;61447;1868577;3.29
2021-03-11;Hovedstaden;65602;1868577;3.51
2021-03-12;Hovedstaden;70221;1868577;3.76
2021-03-13;Hovedstaden;70313;1868577;3.76
2021-03-14;Hovedstaden;73473;1868577;3.93
2021-03-15;Hovedstaden;76167;1868577;4.08
2021-03-16;Hovedstaden;79573;1868577;4.26
2021-03-17;Hovedstaden;83798;1868577;4.48
2021-03-18;Hovedstaden;88059;1868577;4.71
2021-03-19;Hovedstaden;89200;1868577;4.77
2021-03-20;Hovedstaden;89290;1868577;4.78
2021-03-21;Hovedstaden;91334;1868577;4.89
2021-03-22;Hovedstaden;91422;1868577;4.89
2021-03-23;Hovedstaden;91543;1868577;4.90
2021-03-24;Hovedstaden;99898;1868577;5.35
2021-03-25;Hovedstaden;104286;1868577;5.58
