Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.350.949;  85.822;   4.863;     825
Sjælland; 533.010;  23.802;   1.605;     241
Syddanmark; 771.363;  22.146;     993;     110
Midtjylland; 874.748;  31.984;   1.458;     211
Nordjylland; 437.950;  11.562;     560;      98
NA;  31.326;   1.520;     102;       2
I alt i Danmark;3.968.020; 175.316;   9.479;   1.485
