"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,47738,18386,7.5,2.9,638710
Frederiksberg,9577,3992,9.3,3.9,103406
Ballerup,4802,1627,9.8,3.3,49129
Brøndby,3585,1254,10.1,3.5,35390
Dragør,1481,614,10.2,4.2,14569
Gentofte,7539,3127,10.1,4.2,74408
Gladsaxe,7133,2857,10.3,4.1,69200
Glostrup,2837,1298,12.1,5.5,23458
Herlev,3244,1299,11.3,4.5,28820
Albertslund,2628,1227,9.6,4.5,27251
Hvidovre,5767,2497,10.8,4.7,53321
Høje Tåstrup,4936,2294,9.5,4.4,52128
Lyngby-Taarbæk,5907,2250,10.4,4.0,56829
Rødovre,4250,1513,10.3,3.7,41183
Ishøj,1925,752,8.3,3.3,23058
Tårnby,4247,1638,9.9,3.8,42704
Vallensbæk,1706,699,10.3,4.2,16556
Furesø,4559,1731,11.1,4.2,40957
Allerød,2794,970,10.8,3.8,25847
Fredensborg,4480,1799,10.9,4.4,41017
Helsingør,7161,2779,11.4,4.4,63021
Hillerød,6175,2537,11.9,4.9,51729
Hørsholm,3010,1151,12.1,4.6,24847
Rudersdal,6317,2343,11.1,4.1,56959
Egedal,3925,1428,9.0,3.3,43714
Frederikssund,5147,1909,11.3,4.2,45547
Greve,4602,1926,9.1,3.8,50556
Køge,5717,2711,9.3,4.4,61527
Halsnæs,3745,1252,11.9,4.0,31424
Roskilde,9118,4294,10.3,4.8,88783
Solrød,2097,976,8.9,4.2,23459
Gribskov,4688,1769,11.4,4.3,40974
Odsherred,3645,1544,11.1,4.7,32901
Holbæk,7363,3387,10.2,4.7,71969
Faxe,3438,1547,9.4,4.2,36765
Kalundborg,4593,1995,9.5,4.1,48433
Ringsted,3027,1444,8.7,4.1,34914
Slagelse,8213,3716,10.4,4.7,79219
Stevns,2339,952,10.1,4.1,23166
Sorø,3142,1352,10.5,4.5,29975
Lejre,2859,1281,10.1,4.5,28284
Lolland,4142,2058,10.2,5.1,40423
Næstved,8452,4056,10.2,4.9,83259
Guldborgsund,6926,3107,11.5,5.1,60332
Vordingborg,4586,1996,10.1,4.4,45205
Bornholm,4740,1744,11.9,4.4,39722
Middelfart,4764,1694,12.1,4.3,39249
Assens,4141,1296,10.1,3.2,40859
Faaborg-Midtfyn,5369,1782,10.4,3.5,51635
Kerteminde,2490,834,10.5,3.5,23821
Nyborg,3409,1038,10.7,3.2,31955
Odense,20776,7288,10.1,3.6,205121
Svendborg,7301,3329,12.4,5.7,58745
Nordfyn,3029,889,10.3,3.0,29540
Langeland,1589,597,12.9,4.8,12363
Ærø,904,307,15.1,5.1,5985
Haderslev,5250,1993,9.5,3.6,55318
Billund,2399,810,9.0,3.1,26516
Sønderborg,7154,2597,9.7,3.5,73795
Tønder,3538,1472,9.6,4.0,37027
Esbjerg,12665,4252,11.0,3.7,115525
Fanø,383,135,11.1,3.9,3449
Varde,5327,1557,10.7,3.1,49646
Vejen,4548,1551,10.6,3.6,42778
Aabenraa,5014,1810,8.6,3.1,58573
Fredericia,5602,2068,10.9,4.0,51388
Horsens,8217,3522,8.9,3.8,92545
Kolding,8920,3378,9.6,3.6,93112
Vejle,11491,4274,9.8,3.6,117467
Herning,8777,4193,9.8,4.7,89279
Holstebro,6238,2749,10.6,4.7,58692
Lemvig,2066,996,10.6,5.1,19571
Struer,2304,998,11.1,4.8,20816
Syddjurs,4372,2003,10.1,4.6,43254
Norddjurs,4083,2102,11.0,5.7,36972
Favrskov,4516,1939,9.3,4.0,48458
Odder,2537,1270,11.0,5.5,22993
Randers,9995,4299,10.2,4.4,98313
Silkeborg,9130,4048,9.5,4.2,95869
Samsø,632,449,17.2,12.2,3682
Skanderborg,5569,2280,8.8,3.6,63460
Århus,31835,12164,9.0,3.5,352435
Ikast-Brande,3583,1713,8.6,4.1,41528
Ringkøbing-Skjern,5558,2819,9.9,5.0,56150
Hedensted,4232,2121,9.0,4.5,46825
Morsø,2641,1173,13.2,5.8,20065
Skive,4856,2460,10.7,5.4,45426
Thisted,4424,1682,10.3,3.9,43106
Viborg,10226,4737,10.6,4.9,96640
Brønderslev,3782,1463,10.5,4.1,36116
Frederikshavn,6160,2390,10.4,4.1,58975
Vesthimmerland,3939,1514,10.8,4.2,36341
Læsø,286,118,16.1,6.7,1772
Rebild,2917,1351,9.6,4.4,30491
Mariagerfjord,4375,1636,10.5,3.9,41595
Jammerbugt,3810,1583,10.0,4.2,38141
Aalborg,22103,8089,10.1,3.7,219731
Hjørring,7369,2676,11.5,4.2,64114
