"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,47738,18386,638710
Frederiksberg,9577,3992,103406
Ballerup,4802,1627,49129
Brøndby,3585,1254,35390
Dragør,1481,614,14569
Gentofte,7539,3127,74408
Gladsaxe,7133,2857,69200
Glostrup,2837,1298,23458
Herlev,3244,1299,28820
Albertslund,2628,1227,27251
Hvidovre,5767,2497,53321
Høje-Taastrup,4936,2294,52128
Lyngby-Taarbæk,5907,2250,56829
Rødovre,4250,1513,41183
Ishøj,1925,752,23058
Tårnby,4247,1638,42704
Vallensbæk,1706,699,16556
Furesø,4559,1731,40957
Allerød,2794,970,25847
Fredensborg,4480,1799,41017
Helsingør,7161,2779,63021
Hillerød,6175,2537,51729
Hørsholm,3010,1151,24847
Rudersdal,6317,2343,56959
Egedal,3925,1428,43714
Frederikssund,5147,1909,45547
Greve,4602,1926,50556
Køge,5717,2711,61527
Frederiksværk-Hundested,3745,1252,31424
Roskilde,9118,4294,88783
Solrød,2097,976,23459
Gribskov,4688,1769,40974
Odsherred,3645,1544,32901
Holbæk,7363,3387,71969
Faxe,3438,1547,36765
Kalundborg,4593,1995,48433
Ringsted,3027,1444,34914
Slagelse,8213,3716,79219
Stevns,2339,952,23166
Sorø,3142,1352,29975
Lejre,2859,1281,28284
Lolland,4142,2058,40423
Næstved,8452,4056,83259
Guldborgsund,6926,3107,60332
Vordingborg,4586,1996,45205
Bornholm,4740,1744,39722
Middelfart,4764,1694,39249
Assens,4141,1296,40859
Faaborg-Midtfyn,5369,1782,51635
Kerteminde,2490,834,23821
Nyborg,3409,1038,31955
Odense,20776,7288,205121
Svendborg,7301,3329,58745
Nordfyns,3029,889,29540
Langeland,1589,597,12363
Ærø,904,307,5985
Haderslev,5250,1993,55318
Billund,2399,810,26516
Sønderborg,7154,2597,73795
Tønder,3538,1472,37027
Esbjerg,12665,4252,115525
Fanø,383,135,3449
Varde,5327,1557,49646
Vejen,4548,1551,42778
Aabenraa,5014,1810,58573
Fredericia,5602,2068,51388
Horsens,8217,3522,92545
Kolding,8920,3378,93112
Vejle,11491,4274,117467
Herning,8777,4193,89279
Holstebro,6238,2749,58692
Lemvig,2066,996,19571
Struer,2304,998,20816
Syddjurs,4372,2003,43254
Norddjurs,4083,2102,36972
Favrskov,4516,1939,48458
Odder,2537,1270,22993
Randers,9995,4299,98313
Silkeborg,9130,4048,95869
Samsø,632,449,3682
Skanderborg,5569,2280,63460
Århus,31835,12164,352435
Ikast-Brande,3583,1713,41528
Ringkøbing-Skjern,5558,2819,56150
Hedensted,4232,2121,46825
Morsø,2641,1173,20065
Skive,4856,2460,45426
Thisted,4424,1682,43106
Viborg,10226,4737,96640
Brønderslev-Dronninglund,3782,1463,36116
Frederikshavn,6160,2390,58975
Vesthimmerlands,3939,1514,36341
Læsø,286,118,1772
Rebild,2917,1351,30491
Mariagerfjord,4375,1636,41595
Jammerbugt,3810,1583,38141
Ålborg,22103,8089,219731
Hjørring,7369,2676,64114
