"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;498815;474818;645145
Frederiksberg;85544;81645;103795
Ballerup;38171;36373;49216
Brøndby;25271;24083;35654
Dragør;11989;11366;14625
Gentofte;61108;57635;74231
Gladsaxe;54256;51305;69298
Glostrup;17937;17083;23493
Herlev;22200;21048;28869
Albertslund;20151;18947;27580
Hvidovre;40596;38400;53283
Høje-Taastrup;38746;36630;52930
Lyngby-Taarbæk;47732;45021;57914
Rødovre;31379;29792;41408
Ishøj;15850;14951;23206
Tårnby;33549;31758;42737
Vallensbæk;12299;11570;16487
Furesø;33505;31500;41413
Allerød;21633;20422;25882
Fredensborg;32866;31245;41172
Helsingør;50893;48631;62970
Hillerød;43324;41078;53234
Hørsholm;20835;19918;24768
Rudersdal;47655;45049;57287
Egedal;36289;34450;44382
Frederikssund;37934;36334;45780
Greve;40005;37989;50828
Køge;49506;47342;61750
Frederiksværk-Hundested;25587;24592;31345
Roskilde;73727;70208;89448
Solrød;19090;18176;23773
Gribskov;33605;32303;41140
Odsherred;27283;26337;32875
Holbæk;59619;56836;72816
Faxe;29831;28617;37158
Kalundborg;39173;37527;48427
Ringsted;27633;26220;35112
Slagelse;63866;60823;79681
Stevns;19112;18308;23472
Sorø;24688;23490;29989
Lejre;23329;22196;28606
Lolland;32410;31091;40125
Næstved;68064;64861;83760
Guldborgsund;49088;47091;60297
Vordingborg;36891;35489;45396
Bornholm;33570;32107;39661
Middelfart;33343;31539;39602
Assens;34289;32717;41013
Faaborg-Midtfyn;43316;41104;51848
Kerteminde;20153;19255;24047
Nyborg;26966;25717;32108
Odense;168993;161313;206068
Svendborg;49641;47101;59183
Nordfyns;24450;23358;29744
Langeland;10411;10062;12311
Ærø;5201;5026;6024
Haderslev;44846;42680;55386
Billund;21768;20636;26629
Sønderborg;60373;57713;73678
Tønder;29411;28111;36860
Esbjerg;94038;88893;115452
Fanø;2906;2818;3425
Varde;40378;38321;49685
Vejen;34315;32314;42648
Aabenraa;46463;44362;58672
Fredericia;42298;39973;51613
Horsens;75551;71047;94427
Kolding;75758;71187;93593
Vejle;96284;90414;118948
Herning;73588;69248;89294
Holstebro;48566;45833;58568
Lemvig;16365;15656;19412
Struer;17566;16704;20794
Syddjurs;36111;34496;43598
Norddjurs;30722;29315;36964
Favrskov;40519;38028;48869
Odder;19520;18679;23288
Randers;81142;76960;98949
Silkeborg;79421;75012;97306
Samsø;3229;3085;3727
Skanderborg;52652;49554;64276
Århus;290826;276846;355483
Ikast-Brande;33802;31843;41930
Ringkøbing-Skjern;45965;43748;56221
Hedensted;38935;36848;47131
Morsø;16689;16033;20054
Skive;38159;36199;45045
Thisted;35423;34009;43114
Viborg;80810;76057;96882
Brønderslev-Dronninglund;29839;28160;36174
Frederikshavn;49460;46979;58877
Vesthimmerlands;29392;28113;36344
Læsø;1521;1454;1770
Rebild;24836;23576;30649
Mariagerfjord;34400;33002;41654
Jammerbugt;31569;29964;38167
Ålborg;182516;174212;221230
Hjørring;53576;50817;63879
