"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;489221;466319;591912
Midtjylland;1103449;1045158;1342164
Syddanmark;1005601;954614;1228537
Hovedstaden;1473289;1400054;1868905
Sjælland;683315;652601;843513
