"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;40481;11;297903;13.6;0.0
0-9;M;43276;9;314516;13.8;0.0
10-19;K;254479;213481;330155;77.1;64.7
10-19;M;265117;221429;346635;76.5;63.9
20-29;K;317858;305722;383094;83.0;79.8
20-29;M;323545;309844;399369;81.0;77.6
30-39;K;296911;285958;349877;84.9;81.7
30-39;M;296900;286652;363743;81.6;78.8
40-49;K;336805;332145;368173;91.5;90.2
40-49;M;328549;323474;368638;89.1;87.7
50-59;K;376985;374231;401095;94.0;93.3
50-59;M;378288;375218;404857;93.4;92.7
60-69;K;328090;326760;342042;95.9;95.5
60-69;M;318214;316799;331781;95.9;95.5
70-79;K;297195;296451;305425;97.3;97.1
70-79;M;268753;268085;275832;97.4;97.2
80-89;K;137264;136839;141358;97.1;96.8
80-89;M;102309;102026;104818;97.6;97.3
90+;K;30742;30557;32183;95.5;94.9
90+;M;13114;13055;13537;96.9;96.4
