"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;17015;83
AstraZeneca Covid-19 vaccine;Midtjylland;33986;194
AstraZeneca Covid-19 vaccine;Syddanmark;30802;458
AstraZeneca Covid-19 vaccine;Hovedstaden;46292;970
AstraZeneca Covid-19 vaccine;Sjælland;23995;449
Janssen COVID-19 vaccine;Nordjylland;3667;3667
Janssen COVID-19 vaccine;Midtjylland;9882;9882
Janssen COVID-19 vaccine;Syddanmark;7603;7603
Janssen COVID-19 vaccine;Hovedstaden;22778;22778
Janssen COVID-19 vaccine;Sjælland;2849;2849
Moderna Covid-19 Vaccine;Nordjylland;71307;70156
Moderna Covid-19 Vaccine;Midtjylland;126854;123816
Moderna Covid-19 Vaccine;Syddanmark;135783;161198
Moderna Covid-19 Vaccine;Hovedstaden;152832;148870
Moderna Covid-19 Vaccine;Sjælland;84874;104990
Pfizer BioNTech Covid-19 vacc;Nordjylland;397232;392413
Pfizer BioNTech Covid-19 vacc;Midtjylland;932727;911266
Pfizer BioNTech Covid-19 vacc;Syddanmark;831413;785355
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1251387;1227436
Pfizer BioNTech Covid-19 vacc;Sjælland;571597;544313
