"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;1564;0
Hovedstaden;3-5;M;1662;2
Hovedstaden;6-11;K;18483;39
Hovedstaden;6-11;M;19352;42
Hovedstaden;12-15;K;29845;27194
Hovedstaden;12-15;M;31645;28858
Hovedstaden;16-19;K;34242;33144
Hovedstaden;16-19;M;34889;33553
Hovedstaden;20-39;K;229891;221369
Hovedstaden;20-39;M;220940;212643
Hovedstaden;40-64;K;270988;267894
Hovedstaden;40-64;M;266321;263085
Hovedstaden;65-79;K;126519;126036
Hovedstaden;65-79;M;109293;108866
Hovedstaden;80+;K;47957;47737
Hovedstaden;80+;M;29694;29592
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;1249;0
Midtjylland;3-5;M;1377;0
Midtjylland;6-11;K;17642;92
Midtjylland;6-11;M;18592;80
Midtjylland;12-15;K;25683;23639
Midtjylland;12-15;M;26737;24680
Midtjylland;16-19;K;29444;28755
Midtjylland;16-19;M;30144;29269
Midtjylland;20-39;K;146532;141613
Midtjylland;20-39;M;149365;144114
Midtjylland;40-64;K;198748;197229
Midtjylland;40-64;M;197448;195810
Midtjylland;65-79;K;101736;101521
Midtjylland;65-79;M;96286;96071
Midtjylland;80+;K;36442;36328
Midtjylland;80+;M;26021;25956
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;431;0
Nordjylland;3-5;M;455;0
Nordjylland;6-11;K;6323;60
Nordjylland;6-11;M;6637;73
Nordjylland;12-15;K;10610;9686
Nordjylland;12-15;M;11367;10395
Nordjylland;16-19;K;12257;11987
Nordjylland;16-19;M;12804;12436
Nordjylland;20-39;K;58635;56480
Nordjylland;20-39;M;63629;61047
Nordjylland;40-64;K;88291;87608
Nordjylland;40-64;M;88525;87665
Nordjylland;65-79;K;49736;49603
Nordjylland;65-79;M;47650;47516
Nordjylland;80+;K;18450;18395
Nordjylland;80+;M;13421;13368
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;596;1
Sjælland;3-5;M;693;1
Sjælland;6-11;K;8401;17
Sjælland;6-11;M;9008;18
Sjælland;12-15;K;15411;14369
Sjælland;12-15;M;16403;15194
Sjælland;16-19;K;17808;17363
Sjælland;16-19;M;18887;18308
Sjælland;20-39;K;66510;63712
Sjælland;20-39;M;68567;65687
Sjælland;40-64;K;136089;134812
Sjælland;40-64;M;133502;132177
Sjælland;65-79;K;76060;75865
Sjælland;65-79;M;70690;70516
Sjælland;80+;K;26021;25932
Sjælland;80+;M;18669;18629
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;932;0
Syddanmark;3-5;M;1045;0
Syddanmark;6-11;K;14589;81
Syddanmark;6-11;M;15575;95
Syddanmark;12-15;K;22828;21100
Syddanmark;12-15;M;23963;22090
Syddanmark;16-19;K;26614;25963
Syddanmark;16-19;M;27157;26344
Syddanmark;20-39;K;113201;108506
Syddanmark;20-39;M;117944;113005
Syddanmark;40-64;K;188678;187061
Syddanmark;40-64;M;187342;185383
Syddanmark;65-79;K;102230;101958
Syddanmark;65-79;M;96747;96487
Syddanmark;80+;K;39136;39004
Syddanmark;80+;M;27618;27536
