"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;1592;0
Hovedstaden;3-5;M;1691;2
Hovedstaden;6-11;K;18566;45
Hovedstaden;6-11;M;19426;45
Hovedstaden;12-15;K;33135;30557
Hovedstaden;12-15;M;35062;32329
Hovedstaden;16-19;K;35546;34422
Hovedstaden;16-19;M;35692;34327
Hovedstaden;20-39;K;230239;221753
Hovedstaden;20-39;M;221324;213068
Hovedstaden;40-64;K;271800;268713
Hovedstaden;40-64;M;267094;263881
Hovedstaden;65-79;K;124786;124311
Hovedstaden;65-79;M;107014;106598
Hovedstaden;80+;K;43825;43612
Hovedstaden;80+;M;26493;26391
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;1262;0
Midtjylland;3-5;M;1401;0
Midtjylland;6-11;K;17757;94
Midtjylland;6-11;M;18717;84
Midtjylland;12-15;K;28592;26660
Midtjylland;12-15;M;29694;27755
Midtjylland;16-19;K;30139;29437
Midtjylland;16-19;M;30471;29584
Midtjylland;20-39;K;146227;141318
Midtjylland;20-39;M;148881;143653
Midtjylland;40-64;K;200086;198580
Midtjylland;40-64;M;199032;197404
Midtjylland;65-79;K;100214;100002
Midtjylland;65-79;M;94484;94273
Midtjylland;80+;K;33198;33086
Midtjylland;80+;M;23290;23227
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;438;0
Nordjylland;3-5;M;461;0
Nordjylland;6-11;K;6357;62
Nordjylland;6-11;M;6674;75
Nordjylland;12-15;K;11850;10954
Nordjylland;12-15;M;12658;11718
Nordjylland;16-19;K;12556;12283
Nordjylland;16-19;M;12994;12609
Nordjylland;20-39;K;58537;56388
Nordjylland;20-39;M;63355;60791
Nordjylland;40-64;K;89114;88434
Nordjylland;40-64;M;89450;88595
Nordjylland;65-79;K;49080;48951
Nordjylland;65-79;M;46935;46804
Nordjylland;80+;K;16801;16747
Nordjylland;80+;M;11961;11908
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;607;1
Sjælland;3-5;M;701;1
Sjælland;6-11;K;8437;17
Sjælland;6-11;M;9055;20
Sjælland;12-15;K;17287;16279
Sjælland;12-15;M;18240;17071
Sjælland;16-19;K;17813;17365
Sjælland;16-19;M;19007;18420
Sjælland;20-39;K;66628;63833
Sjælland;20-39;M;68242;65374
Sjælland;40-64;K;137489;136217
Sjælland;40-64;M;134942;133622
Sjælland;65-79;K;75072;74884
Sjælland;65-79;M;69699;69528
Sjælland;80+;K;23563;23475
Sjælland;80+;M;16533;16494
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;948;0
Syddanmark;3-5;M;1055;0
Syddanmark;6-11;K;14672;83
Syddanmark;6-11;M;15695;102
Syddanmark;12-15;K;25410;23759
Syddanmark;12-15;M;26512;24741
Syddanmark;16-19;K;27119;26468
Syddanmark;16-19;M;27523;26686
Syddanmark;20-39;K;112880;108197
Syddanmark;20-39;M;117343;112433
Syddanmark;40-64;K;190475;188857
Syddanmark;40-64;M;189371;187425
Syddanmark;65-79;K;101054;100788
Syddanmark;65-79;M;95275;95017
Syddanmark;80+;K;35650;35521
Syddanmark;80+;M;24617;24536
