"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2020-12-29;Hovedstaden;0;1868905;0.00
2021-01-01;Hovedstaden;0;1868905;0.00
2021-01-04;Hovedstaden;0;1868905;0.00
2021-01-07;Hovedstaden;0;1868905;0.00
2021-01-08;Hovedstaden;1;1868905;0.00
2021-01-09;Hovedstaden;3;1868905;0.00
2021-01-12;Hovedstaden;3;1868905;0.00
2021-01-13;Hovedstaden;4;1868905;0.00
2021-01-14;Hovedstaden;5;1868905;0.00
2021-01-15;Hovedstaden;10;1868905;0.00
2021-01-16;Hovedstaden;12;1868905;0.00
2021-01-17;Hovedstaden;54;1868905;0.00
2021-01-18;Hovedstaden;190;1868905;0.01
2021-01-19;Hovedstaden;362;1868905;0.02
2021-01-20;Hovedstaden;495;1868905;0.03
2021-01-21;Hovedstaden;612;1868905;0.03
2021-01-22;Hovedstaden;694;1868905;0.04
2021-01-23;Hovedstaden;4520;1868905;0.24
2021-01-24;Hovedstaden;8178;1868905;0.44
2021-01-25;Hovedstaden;8414;1868905;0.45
2021-01-26;Hovedstaden;8551;1868905;0.46
2021-01-27;Hovedstaden;9173;1868905;0.49
2021-01-28;Hovedstaden;12871;1868905;0.69
2021-01-29;Hovedstaden;20039;1868905;1.07
2021-01-30;Hovedstaden;24336;1868905;1.30
2021-01-31;Hovedstaden;26785;1868905;1.43
2021-02-01;Hovedstaden;28666;1868905;1.53
2021-02-02;Hovedstaden;28780;1868905;1.54
2021-02-03;Hovedstaden;31631;1868905;1.69
2021-02-04;Hovedstaden;37876;1868905;2.03
2021-02-05;Hovedstaden;42612;1868905;2.28
2021-02-06;Hovedstaden;45541;1868905;2.44
2021-02-07;Hovedstaden;46107;1868905;2.47
2021-02-08;Hovedstaden;47239;1868905;2.53
2021-02-09;Hovedstaden;47285;1868905;2.53
2021-02-10;Hovedstaden;48210;1868905;2.58
2021-02-11;Hovedstaden;48454;1868905;2.59
2021-02-12;Hovedstaden;52593;1868905;2.81
2021-02-13;Hovedstaden;52605;1868905;2.81
2021-02-14;Hovedstaden;52619;1868905;2.82
2021-02-15;Hovedstaden;53985;1868905;2.89
2021-02-16;Hovedstaden;54391;1868905;2.91
2021-02-17;Hovedstaden;54427;1868905;2.91
2021-02-18;Hovedstaden;54509;1868905;2.92
2021-02-19;Hovedstaden;54562;1868905;2.92
2021-02-20;Hovedstaden;54666;1868905;2.93
2021-02-21;Hovedstaden;54772;1868905;2.93
2021-02-22;Hovedstaden;54919;1868905;2.94
2021-02-23;Hovedstaden;55084;1868905;2.95
2021-02-24;Hovedstaden;55165;1868905;2.95
2021-02-25;Hovedstaden;55207;1868905;2.95
2021-02-26;Hovedstaden;55276;1868905;2.96
2021-02-27;Hovedstaden;56313;1868905;3.01
2021-02-28;Hovedstaden;57384;1868905;3.07
2021-03-01;Hovedstaden;57605;1868905;3.08
2021-03-02;Hovedstaden;57862;1868905;3.10
2021-03-03;Hovedstaden;57911;1868905;3.10
2021-03-04;Hovedstaden;58112;1868905;3.11
2021-03-05;Hovedstaden;58386;1868905;3.12
2021-03-06;Hovedstaden;58481;1868905;3.13
2021-03-07;Hovedstaden;58799;1868905;3.15
2021-03-08;Hovedstaden;59040;1868905;3.16
2021-03-09;Hovedstaden;60431;1868905;3.23
2021-03-10;Hovedstaden;62075;1868905;3.32
2021-03-11;Hovedstaden;66295;1868905;3.55
