"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;12049;2
Hovedstaden;0-9;M;12693;2
Hovedstaden;10-19;K;76794;65022
Hovedstaden;10-19;M;79178;66701
Hovedstaden;20-29;K;120674;116231
Hovedstaden;20-29;M;114119;109379
Hovedstaden;30-39;K;109565;105522
Hovedstaden;30-39;M;107205;103689
Hovedstaden;40-49;K;112243;110386
Hovedstaden;40-49;M;109015;107225
Hovedstaden;50-59;K;113052;112069
Hovedstaden;50-59;M;112191;111073
Hovedstaden;60-69;K;88986;88550
Hovedstaden;60-69;M;84377;83882
Hovedstaden;70-79;K;82305;82019
Hovedstaden;70-79;M;68525;68299
Hovedstaden;80-89;K;36268;36116
Hovedstaden;80-89;M;23837;23751
Hovedstaden;90+;K;7557;7496
Hovedstaden;90+;M;2656;2640
Midtjylland;0-9;K;10900;5
Midtjylland;0-9;M;11608;2
Midtjylland;10-19;K;66853;56187
Midtjylland;10-19;M;68676;57421
Midtjylland;20-29;K;78746;76044
Midtjylland;20-29;M;80463;77362
Midtjylland;30-39;K;67481;65274
Midtjylland;30-39;M;68418;66291
Midtjylland;40-49;K;77579;76732
Midtjylland;40-49;M;76636;75666
Midtjylland;50-59;K;84369;83864
Midtjylland;50-59;M;84790;84280
Midtjylland;60-69;K;74409;74149
Midtjylland;60-69;M;72895;72651
Midtjylland;70-79;K;63943;63837
Midtjylland;70-79;M;59195;59080
Midtjylland;80-89;K;27699;27618
Midtjylland;80-89;M;20926;20873
Midtjylland;90+;K;5499;5468
Midtjylland;90+;M;2364;2354
Nordjylland;0-9;K;3841;1
Nordjylland;0-9;M;4064;1
Nordjylland;10-19;K;27360;23298
Nordjylland;10-19;M;28723;24401
Nordjylland;20-29;K;31046;29793
Nordjylland;20-29;M;34878;33357
Nordjylland;30-39;K;27491;26595
Nordjylland;30-39;M;28477;27434
Nordjylland;40-49;K;32302;31947
Nordjylland;40-49;M;32452;31990
Nordjylland;50-59;K;38399;38159
Nordjylland;50-59;M;38826;38524
Nordjylland;60-69;K;35802;35655
Nordjylland;60-69;M;35293;35137
Nordjylland;70-79;K;31691;31624
Nordjylland;70-79;M;29814;29748
Nordjylland;80-89;K;14041;14002
Nordjylland;80-89;M;10725;10684
Nordjylland;90+;K;2760;2745
Nordjylland;90+;M;1236;1224
Sjælland;0-9;K;5142;2
Sjælland;0-9;M;5642;1
Sjælland;10-19;K;39002;33660
Sjælland;10-19;M;41361;35511
Sjælland;20-29;K;29762;28392
Sjælland;20-29;M;32582;31047
Sjælland;30-39;K;36866;35441
Sjælland;30-39;M;35660;34327
Sjælland;40-49;K;50430;49737
Sjælland;40-49;M;48226;47512
Sjælland;50-59;K;59876;59428
Sjælland;50-59;M;60065;59604
Sjælland;60-69;K;52811;52596
Sjælland;60-69;M;51360;51135
Sjælland;70-79;K;49444;49340
Sjælland;70-79;M;44990;44899
Sjælland;80-89;K;19965;19896
Sjælland;80-89;M;15049;15015
Sjælland;90+;K;3598;3579
Sjælland;90+;M;1484;1479
Syddanmark;0-9;K;8827;3
Syddanmark;0-9;M;9617;8
Syddanmark;10-19;K;59324;50308
Syddanmark;10-19;M;61168;51521
Syddanmark;20-29;K;56211;53794
Syddanmark;20-29;M;60546;57775
Syddanmark;30-39;K;56669;54403
Syddanmark;30-39;M;56797;54658
Syddanmark;40-49;K;70891;69982
Syddanmark;40-49;M;69213;68093
Syddanmark;50-59;K;81814;81262
Syddanmark;50-59;M;82598;81955
Syddanmark;60-69;K;73532;73273
Syddanmark;60-69;M;72643;72359
Syddanmark;70-79;K;65292;65128
Syddanmark;70-79;M;60192;60035
Syddanmark;80-89;K;29769;29690
Syddanmark;80-89;M;22183;22111
Syddanmark;90+;K;5881;5831
Syddanmark;90+;M;2434;2425
