"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-01;Nationalt;1;5875031;0.00;1
2020-12-08;Nationalt;1;5875031;0.00;2
2020-12-16;Nationalt;1;5875031;0.00;3
2020-12-17;Nationalt;1;5875031;0.00;4
2020-12-18;Nationalt;1;5875031;0.00;5
2020-12-19;Nationalt;1;5875031;0.00;6
2020-12-21;Nationalt;3;5875031;0.00;9
2020-12-22;Nationalt;4;5875031;0.00;13
2020-12-23;Nationalt;4;5875031;0.00;17
2020-12-24;Nationalt;4;5875031;0.00;21
2020-12-26;Nationalt;5;5875031;0.00;26
2020-12-27;Nationalt;5908;5875031;0.10;5934
2020-12-28;Nationalt;1937;5875031;0.13;7871
2020-12-29;Nationalt;8351;5875031;0.28;16222
2020-12-30;Nationalt;10671;5875031;0.46;26893
2020-12-31;Nationalt;5612;5875031;0.55;32505
2021-01-01;Nationalt;2130;5875031;0.59;34635
2021-01-02;Nationalt;7999;5875031;0.73;42634
2021-01-03;Nationalt;5309;5875031;0.82;47943
2021-01-04;Nationalt;2347;5875031;0.86;50290
2021-01-05;Nationalt;12481;5875031;1.07;62771
2021-01-06;Nationalt;18053;5875031;1.38;80824
2021-01-07;Nationalt;15992;5875031;1.65;96816
2021-01-08;Nationalt;7756;5875031;1.78;104572
2021-01-09;Nationalt;1847;5875031;1.81;106419
2021-01-10;Nationalt;820;5875031;1.83;107239
2021-01-11;Nationalt;664;5875031;1.84;107903
2021-01-12;Nationalt;466;5875031;1.84;108369
2021-01-13;Nationalt;12150;5875031;2.05;120519
2021-01-14;Nationalt;16904;5875031;2.34;137423
2021-01-15;Nationalt;14272;5875031;2.58;151695
2021-01-16;Nationalt;4341;5875031;2.66;156036
2021-01-17;Nationalt;2306;5875031;2.70;158342
2021-01-18;Nationalt;3631;5875031;2.76;161973
2021-01-19;Nationalt;2339;5875031;2.80;164312
2021-01-20;Nationalt;1424;5875031;2.82;165736
2021-01-21;Nationalt;1466;5875031;2.85;167202
2021-01-22;Nationalt;645;5875031;2.86;167847
2021-01-23;Nationalt;686;5875031;2.87;168533
2021-01-24;Nationalt;565;5875031;2.88;169098
2021-01-25;Nationalt;278;5875031;2.88;169376
2021-01-26;Nationalt;213;5875031;2.89;169589
2021-01-27;Nationalt;203;5875031;2.89;169792
2021-01-28;Nationalt;234;5875031;2.89;170026
2021-01-29;Nationalt;1046;5875031;2.91;171072
2021-01-30;Nationalt;1126;5875031;2.93;172198
2021-01-31;Nationalt;1135;5875031;2.95;173333
2021-02-01;Nationalt;731;5875031;2.96;174064
2021-02-02;Nationalt;1888;5875031;2.99;175952
2021-02-03;Nationalt;1413;5875031;3.02;177365
2021-02-04;Nationalt;1337;5875031;3.04;178702
2021-02-05;Nationalt;1523;5875031;3.07;180225
2021-02-06;Nationalt;963;5875031;3.08;181188
2021-02-07;Nationalt;1769;5875031;3.11;182957
2021-02-08;Nationalt;2384;5875031;3.15;185341
2021-02-09;Nationalt;3404;5875031;3.21;188745
2021-02-10;Nationalt;3202;5875031;3.27;191947
2021-02-11;Nationalt;5617;5875031;3.36;197564
2021-02-12;Nationalt;11875;5875031;3.56;209439
2021-02-13;Nationalt;6361;5875031;3.67;215800
2021-02-14;Nationalt;6051;5875031;3.78;221851
2021-02-15;Nationalt;13338;5875031;4.00;235189
2021-02-16;Nationalt;12811;5875031;4.22;248000
2021-02-17;Nationalt;10120;5875031;4.39;258120
2021-02-18;Nationalt;11235;5875031;4.58;269355
2021-02-19;Nationalt;13564;5875031;4.82;282919
2021-02-20;Nationalt;10147;5875031;4.99;293066
2021-02-21;Nationalt;10465;5875031;5.17;303531
2021-02-22;Nationalt;13196;5875031;5.39;316727
2021-02-23;Nationalt;14074;5875031;5.63;330801
2021-02-24;Nationalt;13412;5875031;5.86;344213
2021-02-25;Nationalt;14380;5875031;6.10;358593
2021-02-26;Nationalt;35458;5875031;6.71;394051
2021-02-27;Nationalt;6505;5875031;6.82;400556
2021-02-28;Nationalt;10657;5875031;7.00;411213
2021-03-01;Nationalt;19304;5875031;7.33;430517
2021-03-02;Nationalt;16464;5875031;7.61;446981
2021-03-03;Nationalt;12869;5875031;7.83;459850
2021-03-04;Nationalt;17279;5875031;8.12;477129
2021-03-05;Nationalt;16345;5875031;8.40;493474
2021-03-06;Nationalt;14406;5875031;8.64;507880
2021-03-07;Nationalt;11767;5875031;8.85;519647
2021-03-08;Nationalt;9421;5875031;9.01;529068
2021-03-09;Nationalt;10746;5875031;9.19;539814
2021-03-10;Nationalt;11886;5875031;9.39;551700
2021-03-11;Nationalt;4439;5875031;9.47;556139
2021-03-12;Nationalt;3256;5875031;9.52;559395
