Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.555.689; 122.781;   7.177;   1.333
Sjælland; 649.697;  35.031;   2.483;     404
Syddanmark; 970.234;  36.988;   1.737;     219
Midtjylland;1.058.800;  44.891;   2.130;     352
Nordjylland; 495.606;  17.628;     914;     185
I alt i Danmark;4.730.026; 257.319;  14.441;   2.493
