Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.575.825; 132.150;   7.495;   1.336
Sjælland; 660.466;  37.890;   2.581;     405
Syddanmark; 985.519;  39.573;   1.819;     220
Midtjylland;1.075.559;  48.844;   2.223;     357
Nordjylland; 501.016;  19.963;     961;     186
