"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-17;Nationalt;1;5854725;0.00;1
2020-12-18;Nationalt;1;5854725;0.00;2
2020-12-19;Nationalt;1;5854725;0.00;3
2020-12-21;Nationalt;1;5854725;0.00;4
2020-12-22;Nationalt;2;5854725;0.00;6
2020-12-23;Nationalt;3;5854725;0.00;9
2020-12-24;Nationalt;4;5854725;0.00;13
2020-12-26;Nationalt;2;5854725;0.00;15
2020-12-27;Nationalt;6156;5854725;0.11;6171
2020-12-28;Nationalt;1979;5854725;0.14;8150
2020-12-29;Nationalt;8597;5854725;0.29;16747
2020-12-30;Nationalt;10999;5854725;0.47;27746
2020-12-31;Nationalt;5840;5854725;0.57;33586
2021-01-01;Nationalt;2224;5854725;0.61;35810
2021-01-02;Nationalt;8375;5854725;0.75;44185
2021-01-03;Nationalt;5629;5854725;0.85;49814
2021-01-04;Nationalt;2382;5854725;0.89;52196
2021-01-05;Nationalt;12918;5854725;1.11;65114
2021-01-06;Nationalt;18779;5854725;1.43;83893
2021-01-07;Nationalt;16645;5854725;1.72;100538
2021-01-08;Nationalt;8070;5854725;1.86;108608
2021-01-09;Nationalt;1869;5854725;1.89;110477
2021-01-10;Nationalt;820;5854725;1.90;111297
2021-01-11;Nationalt;659;5854725;1.91;111956
2021-01-12;Nationalt;462;5854725;1.92;112418
2021-01-13;Nationalt;12437;5854725;2.13;124855
2021-01-14;Nationalt;17423;5854725;2.43;142278
2021-01-15;Nationalt;14728;5854725;2.68;157006
2021-01-16;Nationalt;4469;5854725;2.76;161475
2021-01-17;Nationalt;2393;5854725;2.80;163868
2021-01-18;Nationalt;3735;5854725;2.86;167603
2021-01-19;Nationalt;2401;5854725;2.90;170004
2021-01-20;Nationalt;1469;5854725;2.93;171473
2021-01-21;Nationalt;1491;5854725;2.95;172964
2021-01-22;Nationalt;647;5854725;2.97;173611
2021-01-23;Nationalt;712;5854725;2.98;174323
2021-01-24;Nationalt;581;5854725;2.99;174904
2021-01-25;Nationalt;278;5854725;2.99;175182
2021-01-26;Nationalt;209;5854725;3.00;175391
2021-01-27;Nationalt;202;5854725;3.00;175593
2021-01-28;Nationalt;220;5854725;3.00;175813
2021-01-29;Nationalt;1076;5854725;3.02;176889
2021-01-30;Nationalt;1158;5854725;3.04;178047
2021-01-31;Nationalt;1167;5854725;3.06;179214
2021-02-01;Nationalt;743;5854725;3.07;179957
2021-02-02;Nationalt;1946;5854725;3.11;181903
2021-02-03;Nationalt;1486;5854725;3.13;183389
2021-02-04;Nationalt;1386;5854725;3.16;184775
2021-02-05;Nationalt;1546;5854725;3.18;186321
2021-02-06;Nationalt;991;5854725;3.20;187312
