"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;448065;389113;639529
Frederiksberg;77971;69678;102882
Ballerup;35104;32162;49093
Brøndby;22981;21097;35502
Dragør;10905;10049;14610
Gentofte;55408;50801;74301
Gladsaxe;49153;44490;68930
Glostrup;16477;15008;23528
Herlev;20281;18413;28832
Albertslund;18017;16251;27281
Hvidovre;36878;33444;53165
Høje-Taastrup;34722;31503;52510
Lyngby-Taarbæk;43141;39445;57046
Rødovre;28394;25750;41206
Ishøj;13994;12648;23027
Tårnby;30464;27669;42633
Vallensbæk;11105;10147;16522
Furesø;30316;27802;41307
Allerød;19865;18299;25903
Fredensborg;30068;27644;41028
Helsingør;46962;42678;63175
Hillerød;39254;36339;52393
Hørsholm;19298;17986;24788
Rudersdal;43552;39885;57245
Egedal;33085;30244;44145
Frederikssund;35106;32614;45830
Greve;36210;33032;50639
Køge;45514;41531;61696
Frederiksværk-Hundested;23875;22339;31461
Roskilde;67430;60882;89139
Solrød;17334;15928;23596
Gribskov;31440;29451;41282
Odsherred;25641;24105;33006
Holbæk;54671;49930;72616
Faxe;27508;25556;37048
Kalundborg;36186;33312;48417
Ringsted;25205;23016;35085
Slagelse;58336;53334;79565
Stevns;17631;16396;23278
Sorø;22664;20740;30028
Lejre;21437;19808;28616
Lolland;30071;28206;40293
Næstved;62402;57004;83577
Guldborgsund;45603;42190;60403
Vordingborg;34304;31904;45376
Bornholm;31309;28493;39806
Middelfart;30386;27216;39468
Assens;31449;27517;40896
Faaborg-Midtfyn;39703;35243;51856
Kerteminde;18513;16522;23979
Nyborg;24632;21799;32108
Odense;152986;127383;204872
Svendborg;45174;40682;58965
Nordfyns;22303;19485;29630
Langeland;9806;8920;12354
Ærø;4956;4505;6023
Haderslev;40616;34203;55382
Billund;19950;17406;26600
Sønderborg;55800;47798;73662
Tønder;27099;22325;36995
Esbjerg;85926;71737;115470
Fanø;2728;2494;3440
Varde;37143;31831;49720
Vejen;31141;27150;42789
Aabenraa;42494;37011;58437
Fredericia;38246;34227;51554
Horsens;67598;60253;93350
Kolding;67669;56313;93114
Vejle;86339;72045;118249
Herning;66612;55092;89207
Holstebro;44149;36792;58582
Lemvig;15114;13065;19414
Struer;16125;13844;20775
Syddjurs;33505;29230;43507
Norddjurs;28649;25048;37007
Favrskov;36744;31654;48710
Odder;18033;16426;23164
Randers;74044;63419;98613
Silkeborg;71634;61528;96690
Samsø;3000;2842;3741
Skanderborg;47618;42868;63963
Århus;264779;220956;353212
Ikast-Brande;30538;25936;41811
Ringkøbing-Skjern;42228;36097;56245
Hedensted;35501;31929;47066
Morsø;15553;13896;20074
Skive;35170;31193;45142
Thisted;32973;29836;43158
Viborg;73399;63976;96767
Brønderslev-Dronninglund;27114;23996;36198
Frederikshavn;45904;43063;58946
Vesthimmerlands;27249;24833;36367
Læsø;1448;1419;1793
Rebild;22633;20130;30609
Mariagerfjord;31939;28546;41562
Jammerbugt;28907;26314;38128
Ålborg;166719;142374;220080
Hjørring;49221;43348;63943
