"geografi";"Antal første vacc.";"Antal faerdigvacc.";"Antal borgere";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning påbegyndt vacc. (%)"
DK;4334496;3822031;5854725;65.3;74.0
