"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference"
2021-08-16;København;K;228728;197917;228082;194912;646;3005
2021-08-16;København;M;219337;191196;218845;188272;492;2924
2021-08-16;Frederiksberg;K;41500;37005;41405;36598;95;407
2021-08-16;Frederiksberg;M;36471;32673;36382;32274;89;399
2021-08-16;Ballerup;K;18225;16810;18215;16611;10;199
2021-08-16;Ballerup;M;16879;15352;16865;15123;14;229
2021-08-16;Brøndby;K;11949;10995;11921;10894;28;101
2021-08-16;Brøndby;M;11032;10102;11008;9988;24;114
2021-08-16;Dragør;K;5635;5216;5625;5178;10;38
2021-08-16;Dragør;M;5270;4833;5252;4804;18;29
2021-08-16;Gentofte;K;29223;26793;29158;26548;65;245
2021-08-16;Gentofte;M;26185;24008;26152;23774;33;234
2021-08-16;Gladsaxe;K;25069;22784;25053;22505;16;279
2021-08-16;Gladsaxe;M;24084;21706;24063;21395;21;311
2021-08-16;Glostrup;K;8460;7729;8454;7642;6;87
2021-08-16;Glostrup;M;8017;7279;8003;7170;14;109
2021-08-16;Herlev;K;10590;9658;10581;9546;9;112
2021-08-16;Herlev;M;9691;8755;9686;8646;5;109
2021-08-16;Albertslund;K;9234;8398;9217;8302;17;96
2021-08-16;Albertslund;M;8783;7853;8761;7752;22;101
2021-08-16;Hvidovre;K;18978;17249;18930;17044;48;205
2021-08-16;Hvidovre;M;17900;16195;17867;15978;33;217
2021-08-16;Høje Tåstrup;K;17520;15968;17479;15810;41;158
2021-08-16;Høje Tåstrup;M;17202;15535;17168;15336;34;199
2021-08-16;Lyngby-Taarbæk;K;22135;20372;22109;20201;26;171
2021-08-16;Lyngby-Taarbæk;M;21006;19073;20985;18844;21;229
2021-08-16;Rødovre;K;14797;13451;14778;13294;19;157
2021-08-16;Rødovre;M;13597;12299;13570;12098;27;201
2021-08-16;Ishøj;K;7141;6458;7119;6409;22;49
2021-08-16;Ishøj;M;6853;6190;6838;6116;15;74
2021-08-16;Tårnby;K;15679;14331;15631;14217;48;114
2021-08-16;Tårnby;M;14785;13338;14743;13189;42;149
2021-08-16;Vallensbæk;K;5641;5151;5631;5095;10;56
2021-08-16;Vallensbæk;M;5464;4996;5455;4941;9;55
2021-08-16;Furesø;K;15740;14400;15719;14269;21;131
2021-08-16;Furesø;M;14576;13402;14568;13276;8;126
2021-08-16;Allerød;K;10194;9355;10186;9261;8;94
2021-08-16;Allerød;M;9671;8944;9658;8849;13;95
2021-08-16;Fredensborg;K;15731;14469;15719;14375;12;94
2021-08-16;Fredensborg;M;14337;13175;14319;13093;18;82
2021-08-16;Helsingør;K;24562;22368;24553;22317;9;51
2021-08-16;Helsingør;M;22400;20310;22393;20251;7;59
2021-08-16;Hillerød;K;20182;18727;20158;18506;24;221
2021-08-16;Hillerød;M;19072;17612;19054;17415;18;197
2021-08-16;Hørsholm;K;10380;9666;10376;9614;4;52
2021-08-16;Hørsholm;M;8918;8320;8911;8268;7;52
2021-08-16;Rudersdal;K;22537;20596;22516;20485;21;111
2021-08-16;Rudersdal;M;21015;19289;20996;19156;19;133
