"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2021-01-04;Hovedstaden;0;1858960;0.00
2021-01-07;Hovedstaden;0;1858960;0.00
2021-01-08;Hovedstaden;1;1858960;0.00
2021-01-09;Hovedstaden;2;1858960;0.00
2021-01-12;Hovedstaden;2;1858960;0.00
2021-01-13;Hovedstaden;3;1858960;0.00
2021-01-14;Hovedstaden;4;1858960;0.00
2021-01-15;Hovedstaden;9;1858960;0.00
2021-01-16;Hovedstaden;9;1858960;0.00
2021-01-17;Hovedstaden;49;1858960;0.00
2021-01-18;Hovedstaden;185;1858960;0.01
2021-01-19;Hovedstaden;355;1858960;0.02
2021-01-20;Hovedstaden;485;1858960;0.03
2021-01-21;Hovedstaden;602;1858960;0.03
2021-01-22;Hovedstaden;682;1858960;0.04
2021-01-23;Hovedstaden;4684;1858960;0.25
2021-01-24;Hovedstaden;8577;1858960;0.46
2021-01-25;Hovedstaden;8817;1858960;0.47
2021-01-26;Hovedstaden;8952;1858960;0.48
2021-01-27;Hovedstaden;9577;1858960;0.52
2021-01-28;Hovedstaden;13329;1858960;0.72
2021-01-29;Hovedstaden;20738;1858960;1.12
2021-01-30;Hovedstaden;25231;1858960;1.36
2021-01-31;Hovedstaden;27787;1858960;1.49
2021-02-01;Hovedstaden;29674;1858960;1.60
2021-02-02;Hovedstaden;29788;1858960;1.60
2021-02-03;Hovedstaden;32727;1858960;1.76
2021-02-04;Hovedstaden;39165;1858960;2.11
2021-02-05;Hovedstaden;43996;1858960;2.37
2021-02-06;Hovedstaden;46989;1858960;2.53
2021-02-07;Hovedstaden;47555;1858960;2.56
2021-02-08;Hovedstaden;48691;1858960;2.62
2021-02-09;Hovedstaden;48729;1858960;2.62
2021-02-10;Hovedstaden;49667;1858960;2.67
2021-02-11;Hovedstaden;49909;1858960;2.68
2021-02-12;Hovedstaden;54063;1858960;2.91
2021-02-13;Hovedstaden;54073;1858960;2.91
2021-02-14;Hovedstaden;54085;1858960;2.91
2021-02-15;Hovedstaden;55460;1858960;2.98
2021-02-16;Hovedstaden;55866;1858960;3.01
2021-02-17;Hovedstaden;55898;1858960;3.01
2021-02-18;Hovedstaden;55973;1858960;3.01
2021-02-19;Hovedstaden;56018;1858960;3.01
2021-02-20;Hovedstaden;56118;1858960;3.02
2021-02-21;Hovedstaden;56223;1858960;3.02
2021-02-22;Hovedstaden;56365;1858960;3.03
2021-02-23;Hovedstaden;56519;1858960;3.04
2021-02-24;Hovedstaden;56590;1858960;3.04
2021-02-25;Hovedstaden;56624;1858960;3.05
2021-02-26;Hovedstaden;56689;1858960;3.05
2021-02-27;Hovedstaden;57779;1858960;3.11
2021-02-28;Hovedstaden;58902;1858960;3.17
2021-03-01;Hovedstaden;59125;1858960;3.18
2021-03-02;Hovedstaden;59381;1858960;3.19
2021-03-03;Hovedstaden;59423;1858960;3.20
2021-03-04;Hovedstaden;59621;1858960;3.21
2021-03-05;Hovedstaden;59888;1858960;3.22
2021-03-06;Hovedstaden;59983;1858960;3.23
2021-03-07;Hovedstaden;60301;1858960;3.24
2021-03-08;Hovedstaden;60539;1858960;3.26
2021-03-09;Hovedstaden;61975;1858960;3.33
2021-03-10;Hovedstaden;63656;1858960;3.42
2021-03-11;Hovedstaden;67999;1858960;3.66
2021-03-12;Hovedstaden;72817;1858960;3.92
2021-03-13;Hovedstaden;72905;1858960;3.92
2021-03-14;Hovedstaden;76127;1858960;4.10
2021-03-15;Hovedstaden;78872;1858960;4.24
2021-03-16;Hovedstaden;82388;1858960;4.43
2021-03-17;Hovedstaden;86780;1858960;4.67
2021-03-18;Hovedstaden;91162;1858960;4.90
2021-03-19;Hovedstaden;92328;1858960;4.97
2021-03-20;Hovedstaden;92414;1858960;4.97
2021-03-21;Hovedstaden;94487;1858960;5.08
2021-03-22;Hovedstaden;94569;1858960;5.09
2021-03-23;Hovedstaden;94680;1858960;5.09
2021-03-24;Hovedstaden;103239;1858960;5.55
2021-03-25;Hovedstaden;107756;1858960;5.80
2021-03-26;Hovedstaden;110438;1858960;5.94
2021-03-27;Hovedstaden;110479;1858960;5.94
2021-03-28;Hovedstaden;110516;1858960;5.95
2021-03-29;Hovedstaden;111081;1858960;5.98
2021-03-30;Hovedstaden;111357;1858960;5.99
2021-03-31;Hovedstaden;115137;1858960;6.19
2021-04-01;Hovedstaden;119829;1858960;6.45
2021-04-02;Hovedstaden;123537;1858960;6.65
2021-04-03;Hovedstaden;123627;1858960;6.65
2021-04-04;Hovedstaden;123672;1858960;6.65
2021-04-05;Hovedstaden;123713;1858960;6.65
2021-04-06;Hovedstaden;123909;1858960;6.67
2021-04-07;Hovedstaden;124489;1858960;6.70
2021-04-08;Hovedstaden;126157;1858960;6.79
2021-04-09;Hovedstaden;129551;1858960;6.97
2021-04-10;Hovedstaden;130848;1858960;7.04
2021-04-11;Hovedstaden;130988;1858960;7.05
2021-04-12;Hovedstaden;137848;1858960;7.42
2021-04-13;Hovedstaden;138926;1858960;7.47
2021-04-14;Hovedstaden;143477;1858960;7.72
2021-04-15;Hovedstaden;145036;1858960;7.80
2021-04-16;Hovedstaden;148062;1858960;7.96
2021-04-17;Hovedstaden;148266;1858960;7.98
2021-04-18;Hovedstaden;148446;1858960;7.99
2021-04-19;Hovedstaden;150514;1858960;8.10
2021-04-20;Hovedstaden;155523;1858960;8.37
2021-04-21;Hovedstaden;159278;1858960;8.57
2021-04-22;Hovedstaden;159422;1858960;8.58
2021-04-23;Hovedstaden;166374;1858960;8.95
2021-04-24;Hovedstaden;168361;1858960;9.06
2021-04-25;Hovedstaden;168684;1858960;9.07
2021-04-26;Hovedstaden;171842;1858960;9.24
2021-04-27;Hovedstaden;181544;1858960;9.77
2021-04-28;Hovedstaden;189721;1858960;10.2
2021-04-29;Hovedstaden;196927;1858960;10.6
2021-04-30;Hovedstaden;197147;1858960;10.6
2021-05-01;Hovedstaden;197620;1858960;10.6
2021-05-02;Hovedstaden;206203;1858960;11.1
2021-05-03;Hovedstaden;214178;1858960;11.5
2021-05-04;Hovedstaden;222821;1858960;12.0
2021-05-05;Hovedstaden;234818;1858960;12.6
2021-05-06;Hovedstaden;244843;1858960;13.2
2021-05-07;Hovedstaden;252392;1858960;13.6
2021-05-08;Hovedstaden;272074;1858960;14.6
2021-05-09;Hovedstaden;280240;1858960;15.1
2021-05-10;Hovedstaden;285808;1858960;15.4
2021-05-11;Hovedstaden;291978;1858960;15.7
2021-05-12;Hovedstaden;297571;1858960;16.0
2021-05-13;Hovedstaden;308190;1858960;16.6
2021-05-14;Hovedstaden;315978;1858960;17.0
2021-05-15;Hovedstaden;322842;1858960;17.4
2021-05-16;Hovedstaden;326299;1858960;17.6
2021-05-17;Hovedstaden;333448;1858960;17.9
2021-05-18;Hovedstaden;342383;1858960;18.4
2021-05-19;Hovedstaden;345141;1858960;18.6
2021-05-20;Hovedstaden;351048;1858960;18.9
2021-05-21;Hovedstaden;357940;1858960;19.3
2021-05-22;Hovedstaden;360942;1858960;19.4
2021-05-23;Hovedstaden;362192;1858960;19.5
2021-05-24;Hovedstaden;363190;1858960;19.5
2021-05-25;Hovedstaden;365476;1858960;19.7
2021-05-26;Hovedstaden;368284;1858960;19.8
2021-05-27;Hovedstaden;371322;1858960;20.0
2021-05-28;Hovedstaden;372976;1858960;20.1
2021-05-29;Hovedstaden;374758;1858960;20.2
2021-05-30;Hovedstaden;378938;1858960;20.4
2021-05-31;Hovedstaden;387666;1858960;20.9
2021-06-01;Hovedstaden;394544;1858960;21.2
2021-06-02;Hovedstaden;401409;1858960;21.6
2021-06-03;Hovedstaden;412684;1858960;22.2
2021-06-04;Hovedstaden;415409;1858960;22.3
2021-06-05;Hovedstaden;416597;1858960;22.4
2021-06-06;Hovedstaden;425331;1858960;22.9
2021-06-07;Hovedstaden;437208;1858960;23.5
2021-06-08;Hovedstaden;445487;1858960;24.0
2021-06-09;Hovedstaden;454758;1858960;24.5
2021-06-10;Hovedstaden;457205;1858960;24.6
2021-06-11;Hovedstaden;459700;1858960;24.7
2021-06-12;Hovedstaden;461166;1858960;24.8
2021-06-13;Hovedstaden;463067;1858960;24.9
2021-06-14;Hovedstaden;465164;1858960;25.0
2021-06-15;Hovedstaden;466756;1858960;25.1
2021-06-16;Hovedstaden;474180;1858960;25.5
2021-06-17;Hovedstaden;481517;1858960;25.9
2021-06-18;Hovedstaden;491339;1858960;26.4
2021-06-19;Hovedstaden;498205;1858960;26.8
2021-06-20;Hovedstaden;503644;1858960;27.1
2021-06-21;Hovedstaden;511325;1858960;27.5
2021-06-22;Hovedstaden;519388;1858960;27.9
2021-06-23;Hovedstaden;531046;1858960;28.6
2021-06-24;Hovedstaden;543484;1858960;29.2
2021-06-25;Hovedstaden;551647;1858960;29.7
2021-06-26;Hovedstaden;562227;1858960;30.2
2021-06-27;Hovedstaden;571163;1858960;30.7
2021-06-28;Hovedstaden;587480;1858960;31.6
2021-06-29;Hovedstaden;604433;1858960;32.5
2021-06-30;Hovedstaden;616739;1858960;33.2
2021-07-01;Hovedstaden;625161;1858960;33.6
2021-07-02;Hovedstaden;637826;1858960;34.3
2021-07-03;Hovedstaden;653467;1858960;35.2
2021-07-04;Hovedstaden;666855;1858960;35.9
2021-07-05;Hovedstaden;680037;1858960;36.6
2021-07-06;Hovedstaden;693021;1858960;37.3
2021-07-07;Hovedstaden;700330;1858960;37.7
2021-07-08;Hovedstaden;707311;1858960;38.0
2021-07-09;Hovedstaden;716480;1858960;38.5
2021-07-10;Hovedstaden;724909;1858960;39.0
2021-07-11;Hovedstaden;730239;1858960;39.3
2021-07-12;Hovedstaden;745776;1858960;40.1
2021-07-13;Hovedstaden;761671;1858960;41.0
2021-07-14;Hovedstaden;773126;1858960;41.6
2021-07-15;Hovedstaden;787183;1858960;42.3
2021-07-16;Hovedstaden;800309;1858960;43.1
2021-07-17;Hovedstaden;812797;1858960;43.7
2021-07-18;Hovedstaden;829830;1858960;44.6
2021-07-19;Hovedstaden;848774;1858960;45.7
2021-07-20;Hovedstaden;868037;1858960;46.7
2021-07-21;Hovedstaden;886348;1858960;47.7
2021-07-22;Hovedstaden;902345;1858960;48.5
2021-07-23;Hovedstaden;917495;1858960;49.4
2021-07-24;Hovedstaden;928798;1858960;50.0
2021-07-25;Hovedstaden;941564;1858960;50.7
2021-07-26;Hovedstaden;952163;1858960;51.2
2021-07-27;Hovedstaden;965346;1858960;51.9
2021-07-28;Hovedstaden;977990;1858960;52.6
2021-07-29;Hovedstaden;987991;1858960;53.1
2021-07-30;Hovedstaden;997432;1858960;53.7
2021-07-31;Hovedstaden;1005121;1858960;54.1
2021-08-01;Hovedstaden;1011714;1858960;54.4
2021-08-02;Hovedstaden;1020886;1858960;54.9
2021-08-03;Hovedstaden;1033879;1858960;55.6
2021-08-04;Hovedstaden;1046792;1858960;56.3
2021-08-05;Hovedstaden;1056998;1858960;56.9
2021-08-06;Hovedstaden;1068770;1858960;57.5
2021-08-07;Hovedstaden;1081837;1858960;58.2
2021-08-08;Hovedstaden;1099323;1858960;59.1
2021-08-09;Hovedstaden;1115818;1858960;60.0
2021-08-10;Hovedstaden;1130309;1858960;60.8
2021-08-11;Hovedstaden;1146249;1858960;61.7
2021-08-12;Hovedstaden;1160399;1858960;62.4
2021-08-13;Hovedstaden;1173693;1858960;63.1
2021-08-14;Hovedstaden;1187772;1858960;63.9
2021-08-15;Hovedstaden;1201442;1858960;64.6
2021-01-04;Midtjylland;0;1336966;0.00
2021-01-07;Midtjylland;0;1336966;0.00
2021-01-08;Midtjylland;0;1336966;0.00
2021-01-09;Midtjylland;0;1336966;0.00
2021-01-12;Midtjylland;1;1336966;0.00
2021-01-13;Midtjylland;1;1336966;0.00
2021-01-14;Midtjylland;1;1336966;0.00
2021-01-15;Midtjylland;1;1336966;0.00
2021-01-16;Midtjylland;8;1336966;0.00
2021-01-17;Midtjylland;10;1336966;0.00
2021-01-18;Midtjylland;176;1336966;0.01
2021-01-19;Midtjylland;186;1336966;0.01
2021-01-20;Midtjylland;284;1336966;0.02
2021-01-21;Midtjylland;861;1336966;0.06
2021-01-22;Midtjylland;1989;1336966;0.15
2021-01-23;Midtjylland;2982;1336966;0.22
2021-01-24;Midtjylland;4208;1336966;0.31
2021-01-25;Midtjylland;4368;1336966;0.33
