"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;8;0
Hovedstaden;0-9;M;2;0
Hovedstaden;10-19;K;51586;35217
Hovedstaden;10-19;M;53225;35563
Hovedstaden;20-29;K;107470;89661
Hovedstaden;20-29;M;102365;84478
Hovedstaden;30-39;K;94088;66966
Hovedstaden;30-39;M;96847;74076
Hovedstaden;40-49;K;106132;101165
Hovedstaden;40-49;M;103582;99080
Hovedstaden;50-59;K;110796;108864
Hovedstaden;50-59;M;109658;107625
Hovedstaden;60-69;K;88489;87730
Hovedstaden;60-69;M;83876;83094
Hovedstaden;70-79;K;82905;82535
Hovedstaden;70-79;M;69731;69435
Hovedstaden;80-89;K;38266;38052
Hovedstaden;80-89;M;25823;25707
Hovedstaden;90+;K;9008;8892
Hovedstaden;90+;M;3333;3302
Midtjylland;0-9;K;2;1
Midtjylland;0-9;M;6;0
Midtjylland;10-19;K;46277;29232
Midtjylland;10-19;M;47563;29272
Midtjylland;20-29;K;70884;50557
Midtjylland;20-29;M;73045;48430
Midtjylland;30-39;K;58627;35799
Midtjylland;30-39;M;61812;36883
Midtjylland;40-49;K;74240;69758
Midtjylland;40-49;M;73003;67779
Midtjylland;50-59;K;83049;81749
Midtjylland;50-59;M;83329;81820
Midtjylland;60-69;K;73892;73383
Midtjylland;60-69;M;72216;71674
Midtjylland;70-79;K;64638;64453
Midtjylland;70-79;M;60296;60095
Midtjylland;80-89;K;29263;29142
Midtjylland;80-89;M;22584;22506
Midtjylland;90+;K;6714;6641
Midtjylland;90+;M;3000;2974
Nordjylland;0-9;K;2;0
Nordjylland;0-9;M;0;0
Nordjylland;10-19;K;19077;12905
Nordjylland;10-19;M;20053;13257
Nordjylland;20-29;K;27809;21016
Nordjylland;20-29;M;31525;22158
Nordjylland;30-39;K;23963;16024
Nordjylland;30-39;M;25459;16075
Nordjylland;40-49;K;31002;29521
Nordjylland;40-49;M;30938;29104
Nordjylland;50-59;K;37624;37039
Nordjylland;50-59;M;37923;37196
Nordjylland;60-69;K;35694;35488
Nordjylland;60-69;M;34949;34680
Nordjylland;70-79;K;31942;31838
Nordjylland;70-79;M;30211;30108
Nordjylland;80-89;K;14859;14789
Nordjylland;80-89;M;11628;11584
Nordjylland;90+;K;3404;3386
Nordjylland;90+;M;1598;1587
Sjælland;0-9;K;1;1
Sjælland;0-9;M;2;1
Sjælland;10-19;K;27806;17961
Sjælland;10-19;M;29283;18757
Sjælland;20-29;K;26458;22322
Sjælland;20-29;M;29463;24769
Sjælland;30-39;K;31380;23553
Sjælland;30-39;M;31039;23329
Sjælland;40-49;K;47626;45855
Sjælland;40-49;M;45351;43400
Sjælland;50-59;K;58479;57682
Sjælland;50-59;M;58627;57815
Sjælland;60-69;K;52459;52109
Sjælland;60-69;M;50772;50444
Sjælland;70-79;K;49866;49698
Sjælland;70-79;M;45647;45525
Sjælland;80-89;K;21182;21075
Sjælland;80-89;M;16368;16297
Sjælland;90+;K;4422;4379
Sjælland;90+;M;1916;1902
Syddanmark;0-9;K;2;1
Syddanmark;0-9;M;2;1
Syddanmark;10-19;K;41349;26113
Syddanmark;10-19;M;42258;25972
Syddanmark;20-29;K;49499;33507
Syddanmark;20-29;M;53707;33672
Syddanmark;30-39;K;48284;27022
Syddanmark;30-39;M;49910;26265
Syddanmark;40-49;K;66978;60828
Syddanmark;40-49;M;64854;57522
Syddanmark;50-59;K;80062;78587
Syddanmark;50-59;M;80672;78944
Syddanmark;60-69;K;73250;72634
Syddanmark;60-69;M;71978;71335
Syddanmark;70-79;K;65572;65351
Syddanmark;70-79;M;60850;60606
Syddanmark;80-89;K;31559;31411
Syddanmark;80-89;M;24011;23914
Syddanmark;90+;K;7141;7037
Syddanmark;90+;M;3121;3090
