Dato;Hovedstaden;Sjælland;Syddanmark;Midtjylland;Nordjylland;Ukendt Region;Total
2022-02-22;99;78;96;79;55;2;409
2022-02-23;106;55;91;78;65;4;399
2022-02-24;128;66;84;66;49;1;394
2022-02-25;94;54;74;77;58;3;360
2022-02-26;72;43;51;53;24;2;245
2022-02-27;90;40;56;46;37;2;271
2022-02-28;120;62;92;79;58;4;415
2022-03-01;97;52;82;73;39;0;343
2022-03-02;95;50;54;68;34;1;302
2022-03-03;103;53;59;55;41;1;312
2022-03-04;107;68;73;59;51;0;358
2022-03-05;60;40;44;37;34;1;216
2022-03-06;65;39;63;56;22;0;245
2022-03-07;89;57;71;50;47;3;317
2022-03-08;71;45;82;61;27;4;290
2022-03-09;89;48;56;46;42;3;284
2022-03-10;55;43;62;56;29;0;245
2022-03-11;63;45;57;51;35;2;253
2022-03-12;51;39;47;49;13;1;200
2022-03-13;58;21;41;37;31;2;190
2022-03-14;84;44;70;53;37;3;291
2022-03-15;66;35;59;50;37;2;249
2022-03-16;55;45;58;46;22;1;227
2022-03-17;54;50;46;41;25;3;219
2022-03-18;58;31;48;34;20;1;192
2022-03-19;49;25;48;23;23;0;168
2022-03-20;40;23;40;27;20;0;150
2022-03-21;62;38;56;40;21;2;219
2022-03-22;57;32;49;33;22;3;196
2022-03-23;61;51;51;44;27;3;237
2022-03-24;48;35;36;19;20;0;158
2022-03-25;38;29;48;32;11;2;160
2022-03-26;31;18;25;30;7;1;112
2022-03-27;34;21;30;20;12;1;118
2022-03-28;57;35;41;31;16;1;181
2022-03-29;44;29;38;22;24;2;159
2022-03-30;32;33;40;32;10;2;149
2022-03-31;40;35;34;23;15;1;148
2022-04-01;47;22;25;20;20;3;137
2022-04-02;33;19;18;14;13;1;98
2022-04-03;30;16;21;24;12;1;104
2022-04-04;54;29;31;24;16;0;154
2022-04-05;44;33;26;24;14;0;141
2022-04-06;43;28;26;27;13;1;138
2022-04-07;33;17;29;19;12;2;112
2022-04-08;35;16;35;12;16;0;114
2022-04-09;20;22;24;18;11;0;95
2022-04-10;31;22;20;11;4;0;88
2022-04-11;43;27;19;20;7;0;116
2022-04-12;35;20;22;17;9;0;103
2022-04-13;37;31;19;19;9;2;117
2022-04-14;23;19;20;12;11;1;86
2022-04-15;26;15;16;17;10;1;85
2022-04-16;25;23;10;15;4;0;77
2022-04-17;30;18;17;14;10;0;89
2022-04-18;37;12;15;16;6;1;87
2022-04-19;39;18;19;9;6;0;91
2022-04-20;34;12;21;11;14;0;92
2022-04-21;21;12;13;16;7;0;69
