"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;499584;491074;591686
Midtjylland;1123876;1105071;1343245
Syddanmark;1024518;1007962;1228723
Hovedstaden;1501455;1469984;1869803
Sjælland;695389;683859;843731
