"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;3;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2329;1522
Hovedstaden;03-05;M;2526;1655
Hovedstaden;06-11;K;25855;19928
Hovedstaden;06-11;M;27079;20853
Hovedstaden;12-15;K;30671;29464
Hovedstaden;12-15;M;32526;31259
Hovedstaden;16-19;K;34561;33973
Hovedstaden;16-19;M;35340;34568
Hovedstaden;20-39;K;233175;228750
Hovedstaden;20-39;M;223961;219081
Hovedstaden;40-64;K;271910;270061
Hovedstaden;40-64;M;267150;265268
Hovedstaden;65-79;K;126821;126518
Hovedstaden;65-79;M;109484;109234
Hovedstaden;80+;K;48108;47962
Hovedstaden;80+;M;29956;29888
Midtjylland;00-02;K;2;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;1971;1386
Midtjylland;03-05;M;2161;1509
Midtjylland;06-11;K;23109;19020
Midtjylland;06-11;M;24471;20163
Midtjylland;12-15;K;26228;25535
Midtjylland;12-15;M;27355;26574
Midtjylland;16-19;K;29613;29338
Midtjylland;16-19;M;30415;30033
Midtjylland;20-39;K;148806;146518
Midtjylland;20-39;M;151515;148784
Midtjylland;40-64;K;199141;198343
Midtjylland;40-64;M;197899;197047
Midtjylland;65-79;K;102008;101880
Midtjylland;65-79;M;96516;96391
Midtjylland;80+;K;36531;36452
Midtjylland;80+;M;26134;26097
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;793;563
Nordjylland;03-05;M;857;599
Nordjylland;06-11;K;9381;7680
Nordjylland;06-11;M;9759;7925
Nordjylland;12-15;K;10905;10576
Nordjylland;12-15;M;11593;11229
Nordjylland;16-19;K;12328;12206
Nordjylland;16-19;M;12960;12764
Nordjylland;20-39;K;59656;58609
Nordjylland;20-39;M;64556;63162
Nordjylland;40-64;K;88478;88091
Nordjylland;40-64;M;88725;88294
Nordjylland;65-79;K;49823;49735
Nordjylland;65-79;M;47769;47696
Nordjylland;80+;K;18521;18491
Nordjylland;80+;M;13480;13454
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1013;721
Sjælland;03-05;M;1112;768
Sjælland;06-11;K;11854;9630
Sjælland;06-11;M;12629;10338
Sjælland;12-15;K;15723;15294
Sjælland;12-15;M;16683;16214
Sjælland;16-19;K;17871;17653
Sjælland;16-19;M;19050;18736
Sjælland;20-39;K;67628;66160
Sjælland;20-39;M;69720;68066
Sjælland;40-64;K;136303;135544
Sjælland;40-64;M;133725;133007
Sjælland;65-79;K;76243;76115
Sjælland;65-79;M;70898;70778
Sjælland;80+;K;26192;26118
Sjælland;80+;M;18745;18717
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1591;1166
Syddanmark;03-05;M;1714;1265
Syddanmark;06-11;K;19540;16291
Syddanmark;06-11;M;20754;17388
Syddanmark;12-15;K;23360;22681
Syddanmark;12-15;M;24588;23885
Syddanmark;16-19;K;26877;26579
Syddanmark;16-19;M;27413;26993
Syddanmark;20-39;K;115316;113197
Syddanmark;20-39;M;120039;117472
Syddanmark;40-64;K;188892;188010
Syddanmark;40-64;M;187782;186789
Syddanmark;65-79;K;102560;102412
Syddanmark;65-79;M;97007;96866
Syddanmark;80+;K;39310;39233
Syddanmark;80+;M;27773;27734
