"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;3;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2798;1847
Hovedstaden;03-05;M;3015;1995
Hovedstaden;06-11;K;26450;20494
Hovedstaden;06-11;M;27735;21503
Hovedstaden;12-15;K;34326;33257
Hovedstaden;12-15;M;36286;35105
Hovedstaden;16-19;K;36052;35441
Hovedstaden;16-19;M;36234;35453
Hovedstaden;20-39;K;233748;229342
Hovedstaden;20-39;M;224427;219579
Hovedstaden;40-64;K;272543;270717
Hovedstaden;40-64;M;267825;265977
Hovedstaden;65-79;K;124509;124216
Hovedstaden;65-79;M;106571;106332
Hovedstaden;80+;K;43004;42864
Hovedstaden;80+;M;25929;25862
Midtjylland;00-02;K;3;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;2373;1677
Midtjylland;03-05;M;2624;1844
Midtjylland;06-11;K;23741;19670
Midtjylland;06-11;M;25054;20769
Midtjylland;12-15;K;29446;28823
Midtjylland;12-15;M;30626;29915
Midtjylland;16-19;K;30465;30185
Midtjylland;16-19;M;30817;30432
Midtjylland;20-39;K;148312;146028
Midtjylland;20-39;M;150906;148192
Midtjylland;40-64;K;200533;199751
Midtjylland;40-64;M;199534;198697
Midtjylland;65-79;K;99992;99871
Midtjylland;65-79;M;94147;94026
Midtjylland;80+;K;32544;32467
Midtjylland;80+;M;22758;22723
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;959;682
Nordjylland;03-05;M;1028;725
Nordjylland;06-11;K;9624;7935
Nordjylland;06-11;M;10014;8186
Nordjylland;12-15;K;12260;11948
Nordjylland;12-15;M;13067;12729
Nordjylland;16-19;K;12661;12545
Nordjylland;16-19;M;13139;12931
Nordjylland;20-39;K;59532;58491
Nordjylland;20-39;M;64214;62833
Nordjylland;40-64;K;89391;89005
Nordjylland;40-64;M;89723;89300
Nordjylland;65-79;K;48974;48890
Nordjylland;65-79;M;46809;46740
Nordjylland;80+;K;16484;16455
Nordjylland;80+;M;11705;11679
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1212;857
Sjælland;03-05;M;1343;946
Sjælland;06-11;K;12182;9964
Sjælland;06-11;M;12986;10689
Sjælland;12-15;K;17817;17427
Sjælland;12-15;M;18750;18327
Sjælland;16-19;K;17875;17660
Sjælland;16-19;M;19149;18818
Sjælland;20-39;K;67729;66254
Sjælland;20-39;M;69305;67665
Sjælland;40-64;K;137910;137166
Sjælland;40-64;M;135438;134732
Sjælland;65-79;K;74955;74831
Sjælland;65-79;M;69442;69325
Sjælland;80+;K;23147;23076
Sjælland;80+;M;16149;16122
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1934;1435
Syddanmark;03-05;M;2087;1552
Syddanmark;06-11;K;20124;16866
Syddanmark;06-11;M;21387;18045
Syddanmark;12-15;K;26207;25585
Syddanmark;12-15;M;27382;26710
Syddanmark;16-19;K;27413;27122
Syddanmark;16-19;M;27844;27398
Syddanmark;20-39;K;114827;112715
Syddanmark;20-39;M;119229;116691
Syddanmark;40-64;K;191064;190181
Syddanmark;40-64;M;190092;189124
Syddanmark;65-79;K;100874;100737
Syddanmark;65-79;M;94974;94834
Syddanmark;80+;K;35003;34928
Syddanmark;80+;M;24075;24038
