"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;508270;497323;361055;78.7;77.0;55.9;645629
Frederiksberg;86738;85146;65428;83.7;82.1;63.1;103685
Ballerup;39056;38214;28919;79.2;77.5;58.6;49331
Brøndby;25874;25149;18207;72.3;70.3;50.9;35780
Dragør;12246;11965;9176;84.0;82.1;62.9;14577
Gentofte;62233;61024;46401;83.8;82.2;62.5;74246
Gladsaxe;55537;54305;39992;80.2;78.4;57.7;69281
Glostrup;18265;17847;13111;77.8;76.0;55.8;23480
Herlev;22649;22089;16377;78.6;76.7;56.8;28811
Albertslund;20637;20009;14062;74.7;72.5;50.9;27613
Hvidovre;41510;40420;29415;78.0;76.0;55.3;53202
Høje Tåstrup;39792;38813;27885;74.7;72.9;52.3;53276
Lyngby-Taarbæk;48612;47561;36157;84.0;82.2;62.5;57860
Rødovre;32159;31362;22971;77.5;75.6;55.4;41476
Ishøj;16192;15692;10673;69.6;67.5;45.9;23261
Tårnby;34271;33530;24982;80.2;78.5;58.5;42736
Vallensbæk;12549;12237;8841;76.0;74.1;53.5;16510
Furesø;34238;33531;25519;82.7;81.0;61.6;41415
Allerød;22007;21633;16722;85.1;83.7;64.7;25846
Fredensborg;33566;32948;25279;81.4;79.9;61.3;41240
Helsingør;51707;50773;39573;82.3;80.8;62.9;62865
Hillerød;44090;43310;33085;82.7;81.2;62.1;53310
Hørsholm;21105;20754;16396;85.4;84.0;66.3;24718
Rudersdal;48443;47540;36814;84.6;83.1;64.3;57238
Egedal;36975;36334;27293;83.1;81.7;61.4;44468
Frederikssund;38508;37847;29405;84.1;82.6;64.2;45794
Greve;40780;39993;30054;80.2;78.6;59.1;50874
Køge;50468;49498;37738;81.8;80.3;61.2;61675
Halsnæs;25988;25491;20095;83.0;81.4;64.1;31328
Roskilde;75115;73845;56529;83.8;82.4;63.1;89589
Solrød;19497;19138;14446;81.9;80.3;60.6;23820
Gribskov;34190;33628;26642;83.0;81.6;64.7;41187
Odsherred;27648;27274;21952;84.2;83.1;66.9;32827
Holbæk;60730;59746;45683;83.3;81.9;62.6;72941
Faxe;30428;29892;23109;82.0;80.5;62.3;37117
Kalundborg;39795;39168;30579;82.3;81.0;63.2;48368
Ringsted;28225;27735;21021;80.1;78.8;59.7;35216
Slagelse;65040;63861;49211;81.6;80.1;61.7;79711
Stevns;19502;19165;15096;82.9;81.5;64.2;23524
Sorø;25154;24799;19129;84.0;82.8;63.9;29959
Lejre;23720;23357;18055;83.1;81.8;63.2;28557
Lolland;32812;32321;25608;82.0;80.7;64.0;40035
Næstved;69319;68231;52489;82.6;81.3;62.5;83959
Guldborgsund;49723;49019;38598;82.5;81.3;64.0;60278
Vordingborg;37433;36817;28963;82.7;81.3;64.0;45281
Bornholm;34048;33509;27210;85.9;84.5;68.6;39640
Middelfart;33915;33421;26327;85.6;84.3;66.4;39626
Assens;34980;34434;26819;85.4;84.1;65.5;40938
Faaborg-Midtfyn;44259;43539;33801;85.3;83.9;65.2;51879
Kerteminde;20526;20179;15859;85.5;84.0;66.0;24018
Nyborg;27519;27087;21175;85.8;84.4;66.0;32080
Odense;172274;169205;128262;83.6;82.1;62.2;206072
Svendborg;50587;49830;38695;85.4;84.2;65.3;59212
Nordfyn;24982;24555;19006;84.0;82.6;63.9;29731
Langeland;10569;10441;8630;85.9;84.8;70.1;12308
Ærø;5270;5183;4387;87.6;86.1;72.9;6019
Haderslev;45626;44879;34279;82.5;81.2;62.0;55283
Billund;22193;21853;16843;83.1;81.9;63.1;26693
Sønderborg;61652;60699;47265;83.6;82.3;64.1;73721
Tønder;29950;29485;22751;81.4;80.1;61.8;36804
Esbjerg;95744;94225;71868;82.9;81.6;62.2;115460
Fanø;2966;2931;2408;86.8;85.7;70.4;3419
Varde;41201;40498;31391;83.0;81.5;63.2;49662
Vejen;34949;34335;25940;82.1;80.6;60.9;42574
Aabenraa;47248;46580;35916;80.5;79.4;61.2;58678
Fredericia;43110;42410;32851;83.5;82.1;63.6;51641
Horsens;77117;75868;56995;81.4;80.1;60.2;94725
Kolding;77022;75818;56509;82.3;81.0;60.4;93634
Vejle;97976;96375;72171;82.1;80.8;60.5;119271
Herning;74713;73513;55488;83.6;82.3;62.1;89331
Holstebro;49463;48637;36909;84.5;83.0;63.0;58564
Lemvig;16549;16347;13001;85.4;84.4;67.1;19370
Struer;17861;17583;13714;85.9;84.6;66.0;20782
Syddjurs;36954;36397;28808;84.6;83.3;65.9;43688
Norddjurs;31281;30814;24521;84.7;83.5;66.4;36913
Favrskov;41408;40708;30770;84.6;83.2;62.9;48926
Odder;19997;19698;15691;85.6;84.3;67.2;23363
Randers;82600;81248;62204;83.4;82.0;62.8;99086
Silkeborg;81075;79668;60917;83.0;81.6;62.4;97677
Samsø;3243;3211;2669;87.5;86.7;72.0;3705
Skanderborg;53946;52918;40410;83.7;82.1;62.7;64424
Århus;295911;290365;222761;83.2;81.7;62.7;355528
Ikast-Brande;34374;33861;25431;82.0;80.8;60.7;41929
Ringkøbing-Skjern;46929;46196;35496;83.5;82.2;63.1;56210
Hedensted;39607;39083;29961;84.0;82.9;63.5;47161
Morsø;17060;16757;12987;85.0;83.5;64.7;20067
Skive;38784;38215;29536;86.1;84.9;65.6;45030
Thisted;36353;35754;27863;84.4;83.0;64.7;43080
Viborg;82064;80741;61065;84.7;83.4;63.1;96833
Brønderslev;30543;30010;22828;84.2;82.7;62.9;36266
Frederikshavn;50171;49446;39216;85.3;84.1;66.7;58824
Vesthimmerland;30056;29575;22827;82.9;81.5;62.9;36272
Læsø;1534;1518;1310;86.2;85.3;73.6;1780
Rebild;25476;25009;18940;83.1;81.5;61.8;30671
Mariagerfjord;35228;34564;26886;84.6;83.0;64.6;41621
Jammerbugt;32315;31730;24706;84.7;83.2;64.8;38155
Aalborg;186376;183065;139760;84.3;82.8;63.2;221139
Hjørring;54472;53646;41437;85.4;84.1;64.9;63811
