"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2021-10-13;København;K;240377;234197;4788;240267;233978;4509;110;219;279
2021-10-13;København;M;228528;222695;4910;228436;222511;4530;92;184;380
2021-10-13;Frederiksberg;K;43058;42206;1202;43042;42166;1157;16;40;45
2021-10-13;Frederiksberg;M;37638;36883;1002;37626;36858;936;12;25;66
2021-10-13;Ballerup;K;18717;18395;603;18711;18387;555;6;8;48
2021-10-13;Ballerup;M;17354;17034;481;17346;17017;445;8;17;36
2021-10-13;Brøndby;K;12401;12088;422;12397;12081;388;4;7;34
2021-10-13;Brøndby;M;11440;11160;270;11433;11153;248;7;7;22
2021-10-13;Dragør;K;5822;5731;188;5821;5728;183;1;3;5
2021-10-13;Dragør;M;5407;5332;149;5406;5328;147;1;4;2
2021-10-13;Gentofte;K;30098;29608;1066;30092;29596;1018;6;12;48
2021-10-13;Gentofte;M;26915;26488;709;26910;26479;652;5;9;57
2021-10-13;Gladsaxe;K;25938;25436;836;25925;25416;783;13;20;53
2021-10-13;Gladsaxe;M;24924;24446;546;24893;24427;515;31;19;31
2021-10-13;Glostrup;K;8704;8540;280;8705;8538;266;-1;2;14
2021-10-13;Glostrup;M;8286;8137;201;8285;8128;191;1;9;10
2021-10-13;Herlev;K;10888;10682;407;10881;10677;378;7;5;29
2021-10-13;Herlev;M;9989;9776;249;9991;9775;232;-2;1;17
2021-10-13;Albertslund;K;9594;9348;236;9595;9336;228;-1;12;8
2021-10-13;Albertslund;M;9160;8872;202;9157;8867;198;3;5;4
2021-10-13;Hvidovre;K;19599;19204;571;19594;19195;544;5;9;27
2021-10-13;Hvidovre;M;18544;18174;389;18538;18163;373;6;11;16
2021-10-13;Høje Tåstrup;K;18201;17830;497;18199;17811;462;2;19;35
2021-10-13;Høje Tåstrup;M;17788;17424;366;17783;17411;357;5;13;9
2021-10-13;Lyngby-Taarbæk;K;22851;22517;784;22840;22503;728;11;14;56
2021-10-13;Lyngby-Taarbæk;M;21579;21230;563;21564;21220;517;15;10;46
2021-10-13;Rødovre;K;15324;15035;449;15323;15026;427;1;9;22
