"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;468905;456892;642751
Frederiksberg;80696;79089;103480
Ballerup;36071;35429;49086
Brøndby;23841;23248;35461
Dragør;11229;11063;14597
Gentofte;57013;56096;74249
Gladsaxe;50862;49882;69058
Glostrup;16990;16677;23508
Herlev;20877;20458;28803
Albertslund;18754;18220;27348
Hvidovre;38143;37378;53206
Høje-Taastrup;35989;35254;52638
Lyngby-Taarbæk;44430;43747;57670
Rødovre;29398;28826;41201
Ishøj;14735;14282;23082
Tårnby;31432;30891;42593
Vallensbæk;11480;11241;16494
Furesø;31179;30748;41322
Allerød;20254;20032;25875
Fredensborg;30905;30399;41048
Helsingør;48188;47427;63035
Hillerød;40378;39840;52783
Hørsholm;19688;19463;24739
Rudersdal;44633;44023;57320
Egedal;33957;33493;44167
Frederikssund;36023;35517;45828
Greve;37426;36869;50696
Køge;46687;46033;61675
Frederiksværk-Hundested;24420;24099;31444
Roskilde;69198;68266;89238
Solrød;17793;17567;23575
Gribskov;32107;31673;41238
Odsherred;26084;25768;32930
Holbæk;56056;55252;72634
Faxe;28096;27762;37033
Kalundborg;37061;36588;48384
Ringsted;25856;25515;35123
Slagelse;59975;59090;79602
Stevns;18043;17845;23363
Sorø;23186;22917;29984
Lejre;21898;21648;28590
Lolland;30710;30293;40186
Næstved;63856;63028;83631
Guldborgsund;46523;45897;60270
Vordingborg;35064;34600;45297
Bornholm;31850;31411;39674
Middelfart;31169;30804;39476
Assens;32386;31971;40849
Faaborg-Midtfyn;40631;40131;51776
Kerteminde;19033;18807;23963
Nyborg;25449;25115;32078
Odense;159230;156633;205957
Svendborg;46539;45919;59079
Nordfyns;23014;22733;29644
Langeland;9968;9872;12312
Ærø;5010;4957;6008
Haderslev;41939;41321;55286
Billund;20299;20069;26562
Sønderborg;57112;56336;73609
Tønder;27833;27428;36857
Esbjerg;88195;86889;115425
Fanø;2791;2759;3426
Varde;37894;37433;49624
Vejen;31788;31365;42702
Aabenraa;43627;43026;58548
Fredericia;39408;38859;51498
Horsens;69715;68602;93907
Kolding;69965;68800;93339
Vejle;88973;87471;118318
Herning;68395;67261;89168
Holstebro;45235;44526;58508
Lemvig;15460;15274;19358
Struer;16494;16250;20767
Syddjurs;34328;33886;43583
Norddjurs;29205;28853;37038
Favrskov;37546;37078;48731
Odder;18463;18276;23214
Randers;75925;74824;98693
Silkeborg;73764;72672;96844
Samsø;3055;3028;3721
Skanderborg;48799;48230;64000
Århus;273894;268780;355092
Ikast-Brande;31321;30846;41809
Ringkøbing-Skjern;43196;42547;56174
Hedensted;36230;35825;47019
Morsø;15857;15653;20049
Skive;35842;35338;45066
Thisted;33626;33162;43101
Viborg;75065;74055;96801
Brønderslev-Dronninglund;27885;27465;36204
Frederikshavn;46722;46110;58855
Vesthimmerlands;27864;27516;36344
Læsø;1468;1453;1788
Rebild;23229;22917;30629
Mariagerfjord;32620;32186;41526
Jammerbugt;29650;29206;38126
Ålborg;172414;169305;221034
Hjørring;50369;49636;63829
