"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-2;K;8;2;89491;0.0;0.0
0-2;M;2;0;94393;0.0;0.0
3-5;K;3;1;91141;0.0;0.0
3-5;M;5;2;96262;0.0;0.0
6-11;K;17;8;179503;0.0;0.0
6-11;M;18;9;188958;0.0;0.0
12-15;K;97515;92207;140091;69.6;65.8
12-15;M;102787;97087;147413;69.7;65.9
16-19;K;118437;116070;136636;86.7;84.9
16-19;M;120392;117081;141967;84.8;82.5
20-39;K;574135;554479;729874;78.7;76.0
20-39;M;583332;563868;757887;77.0;74.4
40-64;K;876546;869420;951954;92.1;91.3
40-64;M;866402;859414;953915;90.8;90.1
65-79;K;450096;449125;465774;96.6;96.4
65-79;M;413778;412939;428079;96.7;96.5
80+;K;155441;154845;161644;96.2;95.8
80+;M;104914;104637;108241;96.9;96.7
